180 14499 
1 109 2
1 64 7
1 7 4
1 21 6
1 32 8
1 166 8
1 26 6
1 35 5
1 53 8
1 96 5
1 117 10
1 140 6
1 160 10
1 170 10
1 86 8
1 132 5
1 99 2
1 29 6
1 12 6
1 73 6
1 72 2
1 80 9
1 133 10
1 148 10
1 106 6
1 55 2
1 172 1
1 14 10
1 113 6
1 69 1
1 126 3
1 156 3
1 102 9
1 123 4
1 119 5
1 144 5
1 155 1
1 19 2
1 127 6
1 97 6
1 78 4
1 38 10
1 95 6
1 49 5
1 177 6
1 28 9
1 60 5
1 134 1
1 67 2
1 6 8
1 30 5
1 159 9
1 157 3
1 91 1
1 115 3
1 76 1
1 18 6
1 142 1
1 4 2
1 52 7
1 47 9
1 174 6
1 54 2
1 66 8
1 167 3
1 70 3
1 87 9
1 129 7
1 82 4
1 163 5
1 90 9
1 37 1
1 125 8
1 108 6
1 168 3
1 149 8
1 41 8
1 2 10
1 40 9
1 150 10
1 48 2
1 61 2
1 100 5
1 165 2
1 58 8
1 94 1
1 75 2
1 173 1
1 16 1
1 112 8
1 68 6
1 111 4
1 42 5
1 151 2
1 103 7
1 57 10
1 85 9
1 178 1
1 138 4
1 143 5
1 131 2
1 104 9
1 146 10
1 71 7
1 44 1
1 23 8
1 9 6
1 25 3
1 56 2
1 79 4
1 122 3
1 118 8
1 110 3
1 3 6
1 139 1
1 158 4
1 101 6
1 63 3
1 141 1
1 130 1
1 124 7
1 147 8
1 50 2
1 93 5
1 13 7
1 92 10
1 83 4
1 114 2
1 89 4
1 77 6
1 8 7
1 10 1
1 17 10
1 164 10
1 43 9
1 84 7
1 27 7
1 154 7
1 81 5
1 162 6
1 59 9
1 161 10
1 175 6
1 31 1
1 65 5
1 46 10
1 179 4
1 22 10
1 39 9
1 137 8
1 128 8
1 121 5
1 145 1
1 116 8
1 136 10
2 149 6
2 111 1
2 102 10
2 115 10
2 157 4
2 78 6
2 101 7
2 18 6
2 67 3
2 62 9
2 95 3
2 55 2
2 138 5
2 96 8
2 168 8
2 9 2
2 126 1
2 24 6
2 19 5
2 41 5
2 50 6
2 129 9
2 117 2
2 53 1
2 103 1
2 51 3
2 91 9
2 119 4
2 145 1
2 155 2
2 48 10
2 79 2
2 61 1
2 154 4
2 174 1
2 32 7
2 83 7
2 84 7
2 8 2
2 5 3
2 141 6
2 122 8
2 133 7
2 10 7
2 150 10
2 113 10
2 164 1
2 12 3
2 180 5
2 118 6
2 81 6
2 175 9
2 132 4
2 114 5
2 75 6
2 100 10
2 171 10
2 6 5
2 45 9
2 140 1
2 74 9
2 116 9
2 46 4
2 34 2
2 35 4
2 14 6
2 97 4
2 43 6
2 42 1
2 143 7
2 179 1
2 77 6
2 28 1
2 25 10
2 166 3
2 104 6
2 59 7
2 66 3
2 27 9
2 173 2
2 3 2
2 162 8
2 47 3
2 93 6
2 123 9
2 73 5
2 39 5
2 163 4
2 76 6
2 22 6
2 31 7
2 130 10
2 26 8
2 11 2
2 37 10
2 125 6
2 40 6
2 136 4
2 92 1
2 56 1
2 107 1
2 38 10
2 139 1
2 128 10
2 176 2
2 49 10
2 153 2
2 124 4
2 36 4
2 127 6
2 63 8
2 121 6
2 30 7
2 44 4
2 13 9
2 172 8
2 17 10
2 16 1
2 151 2
2 178 6
2 147 2
2 165 9
2 89 6
2 4 7
2 7 2
2 137 10
2 158 4
2 70 3
2 131 10
2 160 8
2 33 4
2 64 3
2 20 4
2 159 4
2 65 3
2 170 10
2 57 1
2 29 7
2 85 9
2 177 8
2 21 8
2 135 9
2 52 10
2 87 7
2 167 3
2 98 4
2 82 9
2 15 3
2 69 6
2 90 2
2 134 3
2 146 9
2 120 9
2 169 6
2 152 1
2 156 5
2 86 8
2 161 6
3 121 8
3 161 1
3 174 8
3 35 7
3 103 8
3 98 10
3 22 8
3 162 5
3 55 5
3 170 10
3 13 2
3 30 2
3 142 10
3 112 4
3 49 7
3 72 9
3 169 7
3 11 7
3 33 9
3 44 10
3 47 9
3 31 3
3 14 8
3 17 7
3 97 6
3 178 10
3 100 10
3 148 10
3 99 2
3 16 6
3 167 2
3 119 8
3 123 9
3 75 1
3 77 4
3 155 6
3 171 2
3 20 4
3 176 7
3 4 5
3 141 8
3 41 6
3 180 1
3 139 7
3 145 7
3 126 8
3 62 3
3 23 6
3 74 6
3 45 9
3 80 9
3 108 3
3 43 2
3 96 7
3 48 1
3 59 6
3 177 2
3 143 9
3 113 2
3 83 4
3 165 5
3 138 5
3 134 1
3 6 4
3 152 8
3 129 6
3 24 4
3 21 3
3 52 7
3 117 7
3 89 10
3 175 7
3 8 2
3 63 5
3 29 3
3 130 4
3 39 4
3 95 9
3 131 8
3 57 7
3 71 8
3 64 1
3 84 6
3 9 3
3 146 7
3 73 8
3 12 8
3 127 9
3 104 10
3 149 4
3 19 4
3 36 3
3 27 1
3 88 4
3 86 10
3 58 1
3 150 4
3 166 3
3 5 6
3 140 4
3 92 10
3 76 8
3 81 8
3 136 10
3 168 1
3 28 8
3 120 5
3 179 8
3 144 10
3 102 3
3 101 1
3 56 1
3 26 10
3 15 1
3 157 3
3 82 10
3 78 2
3 158 4
3 132 6
3 160 8
3 94 3
3 65 7
3 34 10
3 173 2
3 93 9
3 42 4
3 163 5
3 66 6
3 151 6
3 159 5
3 91 10
3 154 10
3 137 4
3 38 7
3 147 9
3 122 2
3 25 6
3 125 7
3 109 9
3 164 6
3 87 5
3 50 4
3 37 6
3 69 1
3 60 9
3 54 4
3 107 10
3 111 9
3 40 8
3 128 3
3 85 3
3 110 5
3 124 8
3 70 7
3 51 3
3 10 5
3 106 4
3 7 2
3 46 7
4 112 7
4 94 4
4 130 10
4 93 5
4 166 10
4 133 4
4 81 5
4 111 2
4 148 8
4 150 4
4 15 9
4 152 2
4 100 3
4 178 7
4 132 8
4 171 7
4 172 8
4 101 4
4 28 8
4 35 10
4 126 6
4 18 3
4 33 7
4 9 1
4 53 7
4 96 5
4 61 9
4 151 2
4 121 1
4 122 10
4 105 6
4 95 1
4 144 7
4 83 7
4 154 4
4 67 2
4 5 6
4 46 8
4 149 6
4 12 9
4 123 10
4 39 4
4 30 6
4 41 9
4 72 3
4 19 1
4 40 7
4 115 6
4 26 8
4 36 1
4 165 2
4 110 7
4 48 4
4 137 8
4 176 2
4 45 10
4 57 10
4 124 9
4 58 6
4 71 5
4 142 8
4 117 5
4 170 9
4 114 3
4 29 8
4 79 1
4 141 5
4 127 9
4 87 4
4 68 1
4 59 5
4 14 10
4 146 1
4 88 7
4 62 2
4 50 9
4 85 1
4 135 7
4 138 6
4 157 5
4 158 8
4 42 1
4 17 10
4 136 8
4 129 9
4 24 7
4 65 8
4 10 4
4 38 7
4 37 2
4 70 8
4 113 8
4 143 9
4 60 8
4 155 3
4 54 9
4 108 7
4 11 1
4 66 6
4 153 7
4 34 6
4 120 1
4 159 6
4 25 1
4 109 8
4 125 7
4 128 3
4 7 4
4 163 10
4 106 10
4 134 4
4 64 4
4 77 9
4 13 3
4 21 5
4 51 9
4 102 8
4 23 9
4 116 5
4 89 10
4 32 6
4 119 4
4 107 2
4 104 5
4 78 4
4 20 7
4 84 9
4 91 6
4 31 2
4 103 4
4 16 5
4 6 9
4 63 9
4 82 1
4 140 4
4 118 2
4 8 1
4 174 4
4 27 6
4 69 4
4 139 3
4 56 1
4 156 8
4 177 9
4 22 9
4 147 1
4 145 10
4 49 6
4 47 9
4 75 2
4 98 6
4 80 3
4 43 5
4 90 2
4 169 1
4 173 10
4 164 7
4 175 6
4 131 2
4 162 7
4 92 1
4 180 5
4 179 1
4 52 4
4 44 3
4 160 8
4 97 5
4 161 7
4 76 2
5 76 6
5 15 9
5 58 2
5 179 10
5 17 2
5 33 2
5 40 5
5 37 7
5 28 3
5 92 7
5 8 7
5 84 3
5 121 1
5 119 10
5 55 10
5 180 7
5 13 7
5 29 2
5 176 4
5 80 9
5 66 8
5 91 9
5 108 6
5 63 6
5 45 8
5 116 9
5 48 1
5 67 7
5 24 5
5 150 3
5 174 3
5 175 1
5 20 5
5 35 7
5 49 10
5 111 8
5 21 5
5 125 7
5 39 9
5 75 9
5 140 10
5 157 2
5 87 6
5 56 1
5 47 5
5 18 2
5 161 6
5 154 9
5 138 9
5 144 6
5 145 3
5 60 3
5 44 4
5 82 7
5 41 7
5 131 1
5 158 6
5 164 8
5 31 8
5 137 3
5 114 2
5 83 5
5 139 5
5 52 4
5 136 10
5 74 7
5 86 2
5 159 4
5 156 6
5 10 6
5 71 4
5 162 5
5 50 3
5 166 3
5 94 6
5 62 1
5 172 5
5 22 4
5 46 1
5 146 7
5 128 7
5 117 7
5 147 2
5 126 10
5 32 2
5 178 2
5 107 8
5 104 8
5 167 10
5 151 9
5 30 10
5 93 4
5 153 5
5 141 5
5 34 8
5 127 7
5 143 5
5 170 2
5 130 2
5 70 6
5 123 5
5 19 1
5 132 4
5 122 10
5 16 3
5 112 3
5 168 6
5 142 4
5 38 2
5 105 2
5 79 4
5 173 6
5 149 8
5 155 10
5 160 9
5 14 10
5 135 3
5 81 5
5 85 10
5 12 4
5 129 8
5 72 3
5 64 10
5 115 10
5 54 6
5 124 6
5 134 6
5 101 10
5 133 5
5 69 9
5 169 9
5 106 2
5 23 10
5 25 7
5 163 1
5 165 7
5 95 2
5 96 7
5 152 9
5 100 6
5 90 1
5 118 1
5 120 7
5 148 9
5 102 1
5 59 1
5 97 8
5 88 4
5 78 6
5 77 6
5 177 3
5 57 8
5 98 7
5 53 8
5 36 1
6 126 4
6 64 3
6 148 5
6 94 7
6 45 9
6 125 6
6 16 4
6 108 10
6 137 7
6 43 10
6 101 6
6 91 10
6 66 10
6 84 9
6 103 8
6 83 7
6 140 2
6 27 8
6 7 3
6 138 3
6 99 8
6 52 4
6 29 5
6 120 4
6 115 2
6 49 7
6 36 10
6 164 4
6 40 10
6 68 7
6 170 9
