180 8055 
1 165 2
1 37 -10
1 135 -4
1 154 -7
1 31 9
1 89 9
1 45 2
1 79 -7
1 23 -5
1 24 -6
1 85 -8
1 72 9
1 43 6
1 35 -3
1 90 -6
1 11 -5
1 102 1
1 148 -9
1 149 1
1 175 1
1 168 4
1 7 3
1 104 9
1 160 9
1 60 1
1 152 6
1 111 -10
1 159 -9
1 66 -9
1 78 -1
1 176 3
1 98 1
1 91 7
1 18 4
1 32 -2
1 28 1
1 172 2
1 141 -9
1 139 8
1 48 1
1 16 5
1 112 2
1 132 1
1 56 -5
1 173 -1
1 67 2
1 58 -2
1 142 -7
1 51 0
1 174 6
1 69 5
1 68 7
1 151 -6
1 10 0
1 131 -6
1 162 2
1 83 0
1 29 2
1 84 -3
1 108 1
1 15 -9
1 38 -3
1 13 -8
1 53 -1
1 95 7
1 115 8
1 86 -4
1 153 -8
1 127 8
1 6 -2
1 109 -9
1 169 9
1 80 2
1 125 9
1 55 -9
1 110 2
1 113 -5
1 77 8
1 9 -4
1 70 -8
1 93 1
1 94 7
1 82 7
1 105 0
1 97 10
1 128 -5
1 123 -9
1 136 7
1 117 -2
1 63 -5
1 179 3
1 65 6
1 171 2
1 96 7
1 158 -4
2 22 3
2 69 0
2 72 3
2 149 0
2 106 -6
2 92 0
2 53 -7
2 180 5
2 137 1
2 131 -5
2 86 -6
2 66 -5
2 16 4
2 23 2
2 179 5
2 152 -1
2 51 -2
2 60 9
2 26 -4
2 97 0
2 48 9
2 85 -6
2 88 3
2 50 -8
2 49 9
2 62 10
2 34 -6
2 170 -2
2 126 3
2 70 4
2 95 -6
2 154 -8
2 91 -9
2 73 2
2 20 4
2 54 -7
2 174 -7
2 61 6
2 31 0
2 166 -7
2 9 -6
2 134 4
2 108 -7
2 58 -9
2 177 -5
2 178 -7
2 71 0
2 104 -1
2 68 9
2 80 -10
2 144 -6
2 135 5
2 25 -5
2 162 5
2 83 8
2 128 9
2 81 3
2 171 -3
2 172 0
2 4 -1
2 8 -8
2 44 -6
2 94 7
2 123 10
2 111 -1
2 153 -5
2 110 6
2 139 -1
2 112 5
2 89 10
2 18 -6
2 141 -9
2 121 7
2 64 6
2 76 9
3 4 5
3 154 6
3 161 2
3 13 -9
3 118 9
3 137 -3
3 105 2
3 120 0
3 104 2
3 95 4
3 135 -1
3 138 -8
3 166 -2
3 172 -1
3 117 2
3 38 -3
3 60 5
3 126 6
3 149 6
3 65 -5
3 89 -1
3 42 -8
3 71 1
3 57 4
3 87 -6
3 98 1
3 62 -7
3 51 -7
3 45 -8
3 148 5
3 43 5
3 47 9
3 69 -7
3 67 -8
3 109 6
3 19 -10
3 173 6
3 22 -5
3 23 -8
3 131 9
3 115 -1
3 179 -10
3 94 7
3 158 -10
3 165 8
3 17 2
3 85 3
3 136 -2
3 82 -9
3 97 7
3 30 2
3 46 -9
3 130 7
3 91 1
3 152 9
3 21 5
3 27 -6
3 122 1
3 176 10
3 156 5
3 14 -2
3 63 6
3 56 -6
3 24 -6
3 123 -9
3 79 5
3 101 -10
3 112 10
3 37 8
3 76 10
3 139 -10
3 121 8
3 113 -6
3 174 -7
3 35 3
3 6 -10
3 169 -8
3 150 -3
3 164 -10
3 68 -10
3 144 2
3 129 -9
3 96 -8
3 160 -4
3 34 10
3 127 9
3 175 -4
3 107 -2
3 72 3
3 106 7
3 142 -8
4 170 -1
4 8 4
4 23 5
4 74 -1
4 141 8
4 94 4
4 137 5
4 125 3
4 124 -1
4 166 -8
4 100 -4
4 57 6
4 36 -4
4 116 -2
4 76 5
4 61 7
4 149 -9
4 41 2
4 24 7
4 113 7
4 40 -1
4 151 -9
4 152 9
4 82 -5
4 25 10
4 175 6
4 145 3
4 59 -10
4 134 10
4 148 8
4 110 3
4 176 7
4 9 8
4 21 -1
4 104 8
4 111 -9
4 80 -5
4 93 1
4 72 10
4 150 -3
4 154 8
4 26 -9
4 69 -6
4 30 -10
4 5 6
4 10 2
4 66 -9
4 32 0
4 155 -1
4 138 -10
4 63 4
4 146 -4
4 60 -8
4 136 8
4 20 0
4 53 -7
4 160 -10
4 128 1
4 167 -5
4 97 9
4 147 10
4 122 5
4 64 6
4 91 4
4 62 -5
4 139 -4
4 71 9
4 114 -8
4 168 -9
4 177 7
4 101 -2
4 13 -10
4 112 -7
4 121 2
4 42 4
4 102 -9
4 174 -6
4 45 4
4 173 7
4 35 -8
4 120 2
4 67 8
4 130 -7
5 42 9
5 78 -10
5 41 0
5 132 5
5 35 5
5 129 3
5 33 3
5 81 -8
5 11 -7
5 173 -1
5 39 9
5 83 1
5 36 -9
5 84 1
5 74 -5
5 40 -7
5 89 0
5 141 10
5 19 -3
5 106 1
5 171 8
5 69 -4
5 53 8
5 169 8
5 61 -7
5 122 10
5 95 -5
5 149 -6
5 150 -5
5 120 9
5 162 -3
5 26 10
5 115 -6
5 77 -8
5 174 -9
5 14 7
5 56 7
5 6 1
5 23 10
5 76 8
5 16 -3
5 167 -5
5 30 -9
5 109 -5
5 66 3
5 45 -6
5 137 -3
5 107 3
5 68 -9
5 17 5
5 125 -4
5 130 -2
5 135 8
5 157 4
5 64 -3
5 123 10
5 54 5
5 94 -9
5 112 3
5 96 10
5 99 0
5 153 -1
5 100 -9
5 22 10
5 138 5
5 114 2
5 111 -3
5 143 6
5 136 1
5 58 0
5 63 -1
5 85 -1
5 82 -7
5 158 10
5 48 1
5 155 7
5 159 5
5 161 -6
5 37 9
5 46 10
5 72 -4
5 124 -1
5 24 -8
5 118 6
5 105 -7
5 20 -6
6 166 -9
6 48 -6
6 50 5
6 101 -1
6 87 -6
6 42 -4
6 143 -10
6 161 8
6 12 5
6 94 -4
6 117 2
6 9 10
6 89 -4
6 142 4
6 95 3
6 159 4
6 111 1
6 104 -5
6 30 7
6 152 -8
6 107 -8
6 127 -5
6 83 7
6 29 -7
6 11 -7
6 97 -7
6 140 9
6 26 7
