180 1611 
1 148 10
1 160 2
1 144 4
1 14 -4
1 130 -9
1 117 7
1 56 8
1 137 -5
1 12 8
1 107 1
1 20 -9
1 100 8
1 114 -3
1 11 9
1 124 9
1 173 9
1 179 0
1 75 2
1 180 9
2 10 8
2 38 -1
2 118 -5
2 46 9
2 83 5
2 92 -8
2 94 -3
2 114 8
2 99 -4
2 169 3
2 137 0
2 35 -5
2 6 -3
2 82 -5
2 103 7
2 174 7
2 145 5
2 88 -3
2 39 -8
2 11 3
2 100 -7
2 34 6
2 140 5
2 91 -1
3 9 -8
3 97 -6
3 52 1
3 131 -7
3 61 -8
3 162 2
3 36 -3
3 152 2
3 167 3
3 59 -10
3 104 -4
3 105 9
3 72 10
3 160 4
3 114 1
3 93 -4
3 170 -8
3 108 5
3 179 1
3 83 8
3 76 -8
3 148 -4
4 45 -1
4 82 -6
4 72 5
4 120 2
4 164 1
4 30 3
4 106 -3
4 47 9
4 18 -3
4 53 -8
4 42 -9
4 157 5
4 64 4
4 110 -10
5 101 -8
5 83 9
5 173 -7
5 153 -8
5 59 10
5 125 -8
5 159 -1
5 158 -2
5 40 6
5 58 -5
5 92 3
5 6 6
5 161 3
5 121 -3
5 116 0
5 69 -2
5 32 -5
5 43 6
5 14 2
6 24 6
6 137 -2
6 158 3
6 178 -3
6 25 5
6 95 -10
6 147 -1
6 14 7
6 138 -4
6 50 6
6 49 -2
6 17 -2
6 104 -9
6 101 10
6 177 -6
6 42 -1
7 175 -6
7 172 -1
7 178 -10
7 9 -1
7 139 -10
7 17 2
7 61 -8
7 65 1
7 15 7
7 166 6
7 138 -10
7 123 -1
7 103 -2
7 42 2
7 66 10
7 26 10
7 121 -5
7 35 5
7 12 10
8 23 3
8 98 9
8 9 7
8 60 -1
8 72 8
8 47 -10
8 121 -2
8 101 1
8 12 1
8 99 -8
8 127 5
8 86 -1
8 22 4
8 125 -10
8 46 9
9 170 3
9 148 -4
9 62 10
9 143 -3
9 69 0
9 139 -7
9 132 7
9 152 -8
