180 1611 
1 123 6
1 13 10
1 89 8
1 129 10
1 67 10
1 72 5
1 8 9
1 92 2
1 166 1
1 124 10
1 102 8
1 93 2
1 52 8
1 59 5
1 68 4
1 174 9
1 53 2
1 42 2
1 156 9
1 164 2
1 66 8
1 115 9
1 119 9
1 71 3
1 165 4
1 177 4
2 117 2
2 76 7
2 178 5
2 174 7
2 61 9
2 120 10
2 112 4
2 73 7
2 62 2
2 102 5
2 52 6
2 20 1
2 24 10
2 21 4
2 180 8
2 27 9
2 160 7
2 173 2
2 134 8
2 119 7
2 103 5
2 86 10
3 117 5
3 145 10
3 48 8
3 171 10
3 77 2
3 47 9
3 38 2
3 37 4
3 105 8
3 85 3
3 79 6
3 51 7
3 21 7
3 175 8
3 168 10
3 134 7
3 93 3
3 115 6
3 89 7
3 123 5
3 141 3
3 28 8
3 104 4
3 7 4
3 59 1
3 72 4
3 102 8
3 135 3
4 70 8
4 77 3
4 133 7
4 116 1
4 138 3
4 80 6
4 29 5
4 26 2
4 110 9
4 91 10
4 137 3
4 145 3
4 121 8
4 152 1
4 53 4
4 43 2
4 71 1
4 130 7
4 132 4
4 35 9
4 171 2
5 75 6
5 41 3
5 180 4
5 76 2
5 94 7
5 115 7
5 12 4
5 80 10
5 7 7
5 50 1
5 38 2
5 133 9
5 92 7
5 16 7
5 36 4
5 68 5
5 11 10
5 130 10
6 37 5
6 158 2
6 126 1
6 74 10
6 77 6
6 16 1
6 9 10
6 31 2
6 35 10
6 151 1
6 160 7
6 128 8
6 40 5
6 91 5
6 87 10
6 29 4
7 95 6
7 43 10
7 18 6
7 105 8
7 33 5
7 156 7
7 60 7
7 141 8
7 100 1
7 150 7
7 127 10
7 58 6
7 125 6
7 158 6
8 35 8
8 103 4
8 92 4
8 126 6
8 10 8
8 146 5
8 76 7
8 81 8
8 89 9
8 168 10
8 133 3
8 160 2
8 83 2
8 145 2
9 160 7
9 43 8
9 74 7
9 76 5
9 24 7
9 143 6
9 155 7
9 46 2
9 92 7
9 167 9
9 173 2
9 129 2
9 156 2
9 148 8
9 37 8
9 171 7
9 111 7
9 45 2
9 112 1
9 162 8
9 168 4
10 140 1
10 86 1
10 22 9
10 17 5
10 15 3
10 32 2
10 87 4
10 125 3
10 169 2
10 105 9
10 74 1
10 77 9
10 64 2
10 126 9
10 111 2
10 66 9
11 131 4
11 82 3
11 30 10
11 133 5
11 93 7
11 80 10
11 137 1
11 94 6
11 31 7
11 125 8
11 96 5
11 60 9
11 61 6
11 157 1
11 165 1
11 85 6
11 19 3
11 122 8
12 177 3
12 50 9
12 55 4
12 130 10
12 157 8
12 111 5
12 61 8
12 85 10
12 154 5
12 20 10
12 178 8
12 146 4
12 119 9
12 71 1
12 89 9
12 78 6
12 28 1
12 96 5
12 29 5
12 84 1
13 170 6
13 51 4
13 126 8
13 27 9
13 82 8
13 122 8
13 56 1
13 54 7
13 14 10
13 102 10
13 17 10
13 47 3
13 175 3
13 81 10
13 131 3
13 16 9
13 45 4
13 31 6
13 155 10
13 174 2
14 69 5
14 165 6
14 27 7
14 144 8
14 123 9
14 160 8
14 152 2
14 147 9
14 93 8
14 139 6
14 48 2
14 52 6
14 164 4
14 104 3
14 167 10
14 170 9
14 153 5
14 100 3
14 155 5
14 134 4
15 175 1
15 18 8
15 139 9
15 33 10
15 57 1
15 153 4
15 99 8
15 71 10
15 40 1
15 112 9
16 55 7
