180 1611 
1 127 5
1 157 1
1 35 8
1 73 4
1 43 4
1 176 6
1 56 3
1 114 3
1 142 9
1 53 5
1 14 1
1 18 6
1 62 2
1 124 3
1 87 1
1 39 3
1 91 9
1 146 4
1 119 8
1 61 7
1 113 8
1 13 3
1 138 5
1 2 5
1 64 5
2 154 2
2 152 2
2 119 10
2 137 2
2 156 2
2 58 3
2 173 2
2 116 10
2 64 9
2 31 1
2 59 4
2 107 3
2 33 2
2 10 4
2 103 9
3 57 10
3 98 8
3 85 1
3 104 7
3 19 4
3 52 7
3 16 1
3 26 4
3 92 2
3 145 8
3 63 2
3 148 3
3 132 10
3 4 1
3 136 6
3 8 9
3 21 10
3 127 2
3 43 8
3 23 10
3 17 9
3 34 5
3 73 4
4 15 10
4 6 4
4 31 4
4 140 4
4 72 5
4 142 6
4 133 10
4 87 3
4 42 6
4 9 9
4 33 1
4 164 2
5 156 7
5 166 7
5 80 7
5 50 10
5 43 7
5 128 2
5 115 5
5 147 5
5 110 5
5 49 8
5 51 7
5 62 8
5 91 8
5 175 10
5 42 8
5 31 1
5 160 8
5 69 8
5 161 2
6 45 9
6 77 4
6 21 6
6 44 6
6 70 4
6 96 2
6 139 5
6 15 7
6 160 4
6 7 9
6 33 9
6 82 6
6 46 6
6 31 8
6 144 5
6 34 5
6 153 3
6 41 5
6 152 10
6 174 3
6 8 5
6 12 8
6 88 4
6 73 5
6 159 2
7 66 8
7 65 4
7 81 3
7 22 8
7 56 3
7 155 2
7 141 4
7 43 6
7 88 7
7 62 1
7 102 3
7 93 1
7 176 2
7 51 3
7 20 2
7 126 5
8 10 4
8 136 3
8 117 6
8 118 6
8 58 10
8 83 2
8 70 10
8 154 9
8 114 7
8 157 9
8 57 2
8 66 8
8 59 2
8 121 7
9 134 10
9 83 9
9 179 1
9 117 1
9 77 8
9 162 5
9 146 6
9 15 5
9 43 9
9 74 1
9 37 7
9 31 3
9 167 10
9 109 10
9 137 7
9 90 7
9 20 1
9 180 8
9 108 6
9 78 7
10 149 6
10 151 3
10 154 7
10 13 8
10 78 6
10 143 9
10 172 8
10 48 6
10 176 8
10 124 5
10 177 10
10 42 6
10 93 3
10 64 8
10 76 1
10 105 3
11 109 9
11 77 10
11 160 4
11 44 7
11 21 1
11 96 6
11 17 3
11 110 7
11 59 8
11 25 6
11 148 8
11 97 8
11 67 5
11 70 8
11 162 5
11 80 8
11 68 1
11 90 9
11 79 3
11 14 7
11 158 2
12 91 8
12 155 9
12 177 1
12 160 3
12 169 3
12 127 10
12 172 4
12 108 5
12 133 7
12 85 9
12 68 8
12 25 7
12 20 5
12 15 10
12 64 6
12 87 9
12 96 8
12 54 10
13 115 6
13 77 7
13 53 6
13 149 1
13 82 1
13 153 7
13 28 10
13 126 4
13 92 10
13 123 3
13 117 5
13 73 7
13 94 10
13 90 10
14 37 8
14 92 8
14 69 1
14 85 7
14 141 10
14 91 8
14 170 6
14 154 10
14 129 7
14 150 8
14 118 9
14 64 5
14 111 10
14 44 6
14 156 6
15 102 1
15 71 9
15 117 1
15 41 7
15 112 1
15 100 4
15 124 10
15 163 2
15 94 9
15 63 4
15 138 4
15 99 7
15 17 2
15 77 3
15 114 10
16 113 6
16 167 7
16 129 7
16 172 10
16 163 8
16 104 2
16 140 3
16 69 5
16 28 7
16 125 9
16 147 10
16 71 7
16 21 5
17 126 6
17 166 9
17 171 2
17 18 4
17 34 9
17 167 9
17 82 10
17 52 10
17 132 2
17 56 6
17 172 5
17 158 9
17 31 8
17 120 4
17 75 7
17 55 10
17 85 2
17 95 6
17 66 10
18 119 1
18 118 10
18 102 9
18 161 8
18 64 3
18 146 1
18 131 1
18 36 8
18 166 2
18 176 10
19 97 6
19 86 9
19 167 4
19 137 4
19 119 10
19 106 4
19 93 10
19 81 9
19 52 5
19 84 5
19 122 6
19 50 7
19 147 1
19 57 7
19 108 8
19 24 8
20 159 8
20 138 2
20 141 1
20 160 2
20 100 2
20 119 7
20 72 2
20 24 3
20 88 10
20 74 8
20 147 8
21 27 3
21 111 3
21 122 1
21 88 9
21 150 2
21 75 4
21 152 2
21 147 9
21 60 8
21 87 5
21 93 8
21 86 8
21 140 9
21 73 2
22 165 6
22 39 1
22 34 2
22 92 2
22 31 1
22 115 6
22 147 8
22 163 8
22 160 6
22 107 7
22 96 5
