180 8055 
1 160 1
1 61 1
1 66 1
1 59 1
1 82 1
1 91 1
1 172 1
1 111 1
1 48 1
1 163 1
1 142 1
1 26 1
1 7 1
1 115 1
1 17 1
1 95 1
1 149 1
1 94 1
1 128 1
1 8 1
1 120 1
1 79 1
1 129 1
1 97 1
1 89 1
1 69 1
1 152 1
1 104 1
1 151 1
1 147 1
1 28 1
1 51 1
1 144 1
1 173 1
1 107 1
1 9 1
1 50 1
1 38 1
1 37 1
1 81 1
1 6 1
1 75 1
1 60 1
1 117 1
1 176 1
1 87 1
1 70 1
1 131 1
1 52 1
1 156 1
1 44 1
1 125 1
1 27 1
1 119 1
1 105 1
1 5 1
1 15 1
1 2 1
1 109 1
1 92 1
1 121 1
1 71 1
1 132 1
1 175 1
1 16 1
1 174 1
1 57 1
1 123 1
1 102 1
1 114 1
1 98 1
1 36 1
1 171 1
1 23 1
1 126 1
1 108 1
1 99 1
1 22 1
1 31 1
1 64 1
1 159 1
1 13 1
1 101 1
1 73 1
1 103 1
1 88 1
1 106 1
1 65 1
1 164 1
1 124 1
1 19 1
1 53 1
1 148 1
1 25 1
1 138 1
1 55 1
2 177 1
2 34 1
2 12 1
2 144 1
2 76 1
2 8 1
2 60 1
2 18 1
2 169 1
2 36 1
2 90 1
2 121 1
2 155 1
2 25 1
2 81 1
2 62 1
2 110 1
2 125 1
2 41 1
2 164 1
2 158 1
2 129 1
2 83 1
2 103 1
2 74 1
2 67 1
2 142 1
2 44 1
2 7 1
2 30 1
2 92 1
2 32 1
2 66 1
2 137 1
2 33 1
2 73 1
2 70 1
2 122 1
2 71 1
2 101 1
2 3 1
2 159 1
2 54 1
2 78 1
2 13 1
2 98 1
2 162 1
2 180 1
2 153 1
2 113 1
2 21 1
2 31 1
2 111 1
2 143 1
2 56 1
2 156 1
2 82 1
2 114 1
2 29 1
2 100 1
2 49 1
2 157 1
2 75 1
2 58 1
2 136 1
2 128 1
2 40 1
2 88 1
2 53 1
2 112 1
2 140 1
2 79 1
2 105 1
2 39 1
2 64 1
2 106 1
3 64 1
3 149 1
3 38 1
3 44 1
3 59 1
3 58 1
3 83 1
3 53 1
3 94 1
3 51 1
3 14 1
3 8 1
3 179 1
3 158 1
3 156 1
3 130 1
3 90 1
3 78 1
3 161 1
3 107 1
3 43 1
3 165 1
3 6 1
3 100 1
3 102 1
3 137 1
3 76 1
3 99 1
3 19 1
3 96 1
3 24 1
3 116 1
3 106 1
3 28 1
3 7 1
3 68 1
3 139 1
3 13 1
3 180 1
3 12 1
3 92 1
3 33 1
3 126 1
3 146 1
3 93 1
3 142 1
3 157 1
3 129 1
3 112 1
3 32 1
3 125 1
3 65 1
3 75 1
3 123 1
3 69 1
3 134 1
3 140 1
3 115 1
3 110 1
3 111 1
3 108 1
3 133 1
3 36 1
3 50 1
3 154 1
3 52 1
3 160 1
3 172 1
3 85 1
3 11 1
3 25 1
3 131 1
3 67 1
3 169 1
3 10 1
3 95 1
3 109 1
3 177 1
3 170 1
3 152 1
3 135 1
3 105 1
3 124 1
3 48 1
3 144 1
3 41 1
4 18 1
4 79 1
4 108 1
4 158 1
4 32 1
4 53 1
4 58 1
4 115 1
4 55 1
4 35 1
4 76 1
4 107 1
4 46 1
4 98 1
4 143 1
4 37 1
4 153 1
4 51 1
4 154 1
4 176 1
4 117 1
4 159 1
4 16 1
4 36 1
4 11 1
4 168 1
4 101 1
4 179 1
4 125 1
4 139 1
4 20 1
4 171 1
4 172 1
4 29 1
4 25 1
4 47 1
4 13 1
4 77 1
4 147 1
4 127 1
4 110 1
4 136 1
4 133 1
4 21 1
4 6 1
4 72 1
4 155 1
4 96 1
4 63 1
4 103 1
4 89 1
4 100 1
4 41 1
4 26 1
4 102 1
4 126 1
4 23 1
4 14 1
4 142 1
4 57 1
4 30 1
4 24 1
4 15 1
4 22 1
4 60 1
4 80 1
4 42 1
4 8 1
4 81 1
4 167 1
4 116 1
4 150 1
4 124 1
4 157 1
4 92 1
4 56 1
4 90 1
4 130 1
4 78 1
4 166 1
4 33 1
4 152 1
4 84 1
4 109 1
4 31 1
4 69 1
5 76 1
5 63 1
5 133 1
5 21 1
5 48 1
5 15 1
5 64 1
5 94 1
5 156 1
5 49 1
5 40 1
5 75 1
5 62 1
5 55 1
5 150 1
5 85 1
5 17 1
5 71 1
5 39 1
5 22 1
5 26 1
5 159 1
5 157 1
5 51 1
5 25 1
5 126 1
5 112 1
5 87 1
5 23 1
5 166 1
5 115 1
5 16 1
5 124 1
5 72 1
5 131 1
5 36 1
5 140 1
5 178 1
5 113 1
5 108 1
5 83 1
5 167 1
5 92 1
5 97 1
5 102 1
5 31 1
5 144 1
5 129 1
5 33 1
5 152 1
5 116 1
5 128 1
5 142 1
5 82 1
5 47 1
5 135 1
5 137 1
5 78 1
5 165 1
5 117 1
5 52 1
5 118 1
5 81 1
5 38 1
5 27 1
5 109 1
5 119 1
5 58 1
5 180 1
5 84 1
5 34 1
5 20 1
5 29 1
5 98 1
5 122 1
5 149 1
5 99 1
5 69 1
5 54 1
5 13 1
5 67 1
5 7 1
5 88 1
5 103 1
5 179 1
5 18 1
5 168 1
5 177 1
5 134 1
5 175 1
6 107 1
6 38 1
6 12 1
6 85 1
6 95 1
6 75 1
6 173 1
6 171 1
6 98 1
6 106 1
6 81 1
6 164 1
6 56 1
6 8 1
6 174 1
6 94 1
6 99 1
6 17 1
6 125 1
6 67 1
6 157 1
6 117 1
6 80 1
6 53 1
6 160 1
6 103 1
6 118 1
6 18 1
6 55 1
6 42 1
6 130 1
6 49 1
6 137 1
6 78 1
6 126 1
6 144 1
6 122 1
6 146 1
6 170 1
6 33 1
6 43 1
6 9 1
6 121 1
6 15 1
6 114 1
6 86 1
6 73 1
6 156 1
6 155 1
6 149 1
6 50 1
6 97 1
6 11 1
6 102 1
6 35 1
6 59 1
6 129 1
6 44 1
6 68 1
6 54 1
6 82 1
6 139 1
6 124 1
6 109 1
6 32 1
6 135 1
6 40 1
6 136 1
6 57 1
6 39 1
6 25 1
6 41 1
6 110 1
6 84 1
6 22 1
6 128 1
6 76 1
6 70 1
6 141 1
6 123 1
6 74 1
6 148 1
6 132 1
6 45 1
6 69 1
6 120 1
6 65 1
7 49 1
7 84 1
7 59 1
7 30 1
7 101 1
7 151 1
7 14 1
7 33 1
7 161 1
7 170 1
7 167 1
7 102 1
7 11 1
7 115 1
7 72 1
7 108 1
7 169 1
7 103 1
7 145 1
7 54 1
7 139 1
7 157 1
7 36 1
7 89 1
7 152 1
7 106 1
7 73 1
7 143 1
7 27 1
7 114 1
7 68 1
7 39 1
7 85 1
7 175 1
7 67 1
7 88 1
7 160 1
7 92 1
7 18 1
7 174 1
7 41 1
7 134 1
7 21 1
7 118 1
7 166 1
7 131 1
7 32 1
7 130 1
7 153 1
7 135 1
7 100 1
7 83 1
7 19 1
7 121 1
7 70 1
7 51 1
7 176 1
7 119 1
7 61 1
7 86 1
7 171 1
7 138 1
7 75 1
7 13 1
7 81 1
7 69 1
7 172 1
7 156 1
7 109 1
7 87 1
7 127 1
7 168 1
7 76 1
7 137 1
7 97 1
7 107 1
7 177 1
7 48 1
7 104 1
7 129 1
7 26 1
7 63 1
7 165 1
8 49 1
8 101 1
8 169 1
8 51 1
8 114 1
8 111 1
8 26 1
8 148 1
8 150 1
8 123 1
8 69 1
8 50 1
8 127 1
8 173 1
8 77 1
8 63 1
8 83 1
8 115 1
8 35 1
8 160 1
8 16 1
8 109 1
8 172 1
8 135 1
8 155 1
8 38 1
8 67 1
8 126 1
8 91 1
8 158 1
8 166 1
8 72 1
8 61 1
8 22 1
8 80 1
8 54 1
8 154 1
8 103 1
8 14 1
8 176 1
8 104 1
8 89 1
8 44 1
8 102 1
8 142 1
8 71 1
8 41 1
8 74 1
8 143 1
8 161 1
8 84 1
8 46 1
8 47 1
8 31 1
8 117 1
8 94 1
8 180 1
8 64 1
8 144 1
8 170 1
8 65 1
8 139 1
8 23 1
8 129 1
8 10 1
8 119 1
8 78 1
8 62 1
8 164 1
8 162 1
8 92 1
8 106 1
8 177 1
8 75 1
8 140 1
8 48 1
8 174 1
8 19 1
8 168 1
8 27 1
8 90 1
8 15 1
8 157 1
8 112 1
8 21 1
8 99 1
8 128 1
8 57 1
9 92 1
9 52 1
9 146 1
9 84 1
9 27 1
9 71 1
9 134 1
9 149 1
9 95 1
9 97 1
9 180 1
9 176 1
9 16 1
9 127 1
9 48 1
9 36 1
9 162 1
9 49 1
9 18 1
9 66 1
9 25 1
9 144 1
9 80 1
9 108 1
9 110 1
9 69 1
9 55 1
9 68 1
9 123 1
9 60 1
9 169 1
9 171 1
9 24 1
9 174 1
9 44 1
9 147 1
9 72 1
9 63 1
9 87 1
9 166 1
9 158 1
9 160 1
9 148 1
9 58 1
9 114 1
9 29 1
9 109 1
9 156 1
9 47 1
9 17 1
9 46 1
9 137 1
9 23 1
9 90 1
9 14 1
9 82 1
9 101 1
9 150 1
9 172 1
9 120 1
9 45 1
9 136 1
9 65 1
9 43 1
9 98 1
9 115 1
9 100 1
9 163 1
9 179 1
9 64 1
9 145 1
9 125 1
9 173 1
9 10 1
9 88 1
9 135 1
9 103 1
9 106 1
9 132 1
9 57 1
9 76 1
9 15 1
10 94 1
10 54 1
10 148 1
10 79 1
10 124 1
10 169 1
10 19 1
10 13 1
10 55 1
10 48 1
10 26 1
