180 1611 
1 81 -7
1 162 0
1 59 4
1 161 5
1 175 1
1 31 -10
1 65 -7
1 46 -9
1 179 -6
1 22 -5
1 39 6
1 137 -2
1 128 -10
1 121 6
1 145 4
1 116 0
1 136 -8
2 87 2
2 167 4
2 98 -3
2 82 -8
2 15 5
2 69 -7
2 90 -4
2 134 -2
2 146 10
2 120 -9
2 169 0
2 152 0
2 156 4
2 86 5
2 161 -5
3 50 -6
3 37 8
3 69 -9
3 60 4
3 54 9
3 107 -3
3 111 -10
3 40 8
3 128 9
3 85 6
3 110 -8
3 124 8
3 70 4
3 51 0
3 10 -10
3 106 -6
3 7 0
3 46 5
4 147 6
4 145 -3
4 49 1
4 47 5
4 75 -8
4 98 6
4 80 4
4 43 -7
4 90 2
4 169 8
4 173 9
4 164 5
4 175 -9
4 131 -2
4 162 -7
4 92 -3
4 180 -5
4 179 -8
4 52 2
4 44 7
4 160 5
4 97 1
4 161 0
4 76 10
5 102 -2
5 59 -8
5 97 9
5 88 3
5 78 -4
5 77 0
5 177 7
5 57 3
5 98 -7
5 53 4
5 36 -6
6 132 -1
6 178 -8
6 123 7
6 28 -6
6 34 -1
6 177 -5
6 151 9
6 128 -4
6 86 10
6 104 6
6 73 4
7 131 -8
7 75 5
7 105 10
7 164 -10
7 129 7
7 20 3
7 124 -8
7 111 9
7 87 -7
7 86 1
7 55 -3
7 97 9
7 141 2
7 159 -2
7 37 3
7 32 -7
7 19 6
7 161 4
7 27 -6
8 130 4
8 101 0
8 177 3
8 54 -3
8 26 -6
8 52 0
8 25 10
8 134 -8
8 93 -10
8 96 7
8 32 -3
8 46 -10
8 9 5
8 64 0
8 29 1
9 35 4
9 101 9
9 32 5
9 87 5
9 85 -7
9 138 3
9 82 0
9 120 9
9 45 6
9 127 -5
9 160 -3
9 175 -1
9 143 -7
9 12 -9
9 113 10
10 121 -2
10 81 -8
10 12 2
10 128 -10
10 49 0
10 100 1
10 108 8
10 143 2
10 162 8
10 95 1
10 64 -8
10 88 9
10 146 2
10 73 -1
10 55 -4
10 63 -7
10 69 -3
10 50 -10
10 92 10
10 149 -3
10 112 -6
10 178 -3
10 60 -10
10 161 1
10 40 5
11 153 4
11 40 1
11 138 7
11 99 -5
11 63 7
11 20 -4
11 123 6
11 80 4
11 47 9
11 110 -1
11 180 -6
11 75 2
11 137 -3
11 84 8
11 33 4
11 170 -5
12 13 3
12 56 -9
12 134 -7
12 80 -1
12 38 7
12 36 8
12 178 -5
12 29 2
12 71 -10
12 57 10
12 131 7
12 54 -8
12 166 -2
12 39 -4
12 173 -6
12 81 -1
13 95 -6
13 118 0
13 136 -5
13 171 -1
13 102 -2
13 68 3
13 21 8
13 69 1
13 169 -4
13 174 4
13 73 4
13 98 5
13 146 7
14 121 5
14 38 6
14 91 -6
14 57 -3
14 43 -6
14 56 -5
14 140 2
14 29 -6
14 39 7
15 129 7
15 128 10
15 180 7
15 80 -6
15 86 0
15 170 -1
15 120 -1
15 65 -4
15 155 9
15 140 -5
15 53 6
15 55 -6
15 76 10
16 128 -7
16 70 -10
16 22 0
