180 8055 
1 161 -1
1 9 8
1 99 -9
1 100 -8
1 158 -10
1 48 4
1 77 -1
1 49 -1
1 114 -4
1 2 -4
1 28 -3
1 89 0
1 55 0
1 168 -7
1 20 -4
1 76 1
1 106 8
1 82 -2
1 169 6
1 38 -7
1 3 -3
1 46 5
1 54 10
1 83 -6
1 33 -1
1 146 -2
1 86 10
1 60 9
1 65 9
1 124 6
1 59 2
1 137 0
1 121 -3
1 157 5
1 98 -4
1 180 0
1 142 -10
1 122 7
1 134 10
1 107 -1
1 75 8
1 119 9
1 96 6
1 145 -10
1 53 10
1 155 -9
1 94 -10
1 129 -7
1 152 -5
1 151 8
1 26 10
1 153 -4
1 84 7
1 50 8
1 162 6
1 69 10
1 165 2
1 116 -10
1 109 -7
1 57 -6
1 179 7
1 27 1
1 61 -2
1 31 7
1 175 3
1 45 -5
1 18 9
1 44 -9
1 7 6
1 14 6
1 40 -2
1 110 -4
1 62 7
1 97 0
1 156 1
1 70 3
1 23 10
1 90 2
1 141 9
1 135 2
1 149 -4
1 130 -7
1 172 10
1 105 7
1 108 8
1 126 -10
1 43 -9
1 166 2
1 136 6
1 92 -6
1 64 2
1 36 -1
1 16 0
2 145 1
2 67 -5
2 19 2
2 80 4
2 70 -4
2 11 3
2 21 7
2 6 6
2 160 0
2 139 -4
2 69 8
2 105 -6
2 126 9
2 152 10
2 158 -8
2 116 9
2 170 10
2 23 1
2 103 -8
2 4 -1
2 41 3
2 163 3
2 161 0
2 121 -4
2 63 -4
2 131 7
2 95 8
2 180 -6
2 130 1
2 150 1
2 71 7
2 78 3
2 64 10
2 162 -5
2 44 -4
2 149 -8
2 148 10
2 93 2
2 166 8
2 107 -2
2 7 9
2 86 -1
2 22 2
2 153 4
2 165 3
2 94 2
2 39 -1
2 102 -5
2 3 -6
2 172 -10
2 114 6
2 151 -9
2 89 0
2 27 3
2 56 10
2 133 -7
2 32 1
2 123 -9
2 68 1
2 20 0
2 118 2
2 108 -9
2 36 -8
2 109 -6
2 85 -8
2 154 -7
2 127 7
2 26 0
2 125 -1
2 167 -5
2 106 -1
2 104 9
2 90 -9
2 17 -3
2 79 -2
2 140 8
2 47 -1
2 59 -8
2 52 -10
2 157 3
2 143 -10
2 12 1
2 35 6
2 16 4
2 15 -2
2 135 -7
2 177 4
2 34 -5
2 25 -7
2 96 -9
2 122 -7
3 91 9
3 32 -3
3 126 -2
3 11 -7
3 67 -9
3 68 2
3 25 8
3 27 -9
3 115 6
3 55 -6
3 48 -2
3 113 -2
3 179 4
3 37 9
3 90 -1
3 170 1
3 168 8
3 134 -7
3 139 6
3 5 10
3 173 5
3 56 -6
3 98 -3
3 136 10
3 17 -7
3 137 -3
3 49 2
3 71 -3
3 138 8
3 133 8
3 94 5
3 121 3
3 125 8
3 28 0
3 167 -7
3 14 2
3 128 -2
3 172 -9
3 145 -9
3 23 5
3 111 -1
3 175 5
3 21 -1
3 143 -10
3 119 -1
3 116 0
3 142 -8
3 160 -5
3 13 -3
3 77 -4
3 106 -1
3 82 -1
3 46 -2
3 88 -2
3 112 10
3 131 -5
3 130 -9
3 6 0
3 58 -9
3 4 -3
3 29 6
3 99 -4
3 59 -3
3 161 -7
3 97 -8
3 62 0
3 87 2
3 174 5
3 122 4
3 124 -7
3 150 4
3 42 -1
3 80 -7
3 171 8
3 141 -3
3 158 7
3 44 6
3 178 4
3 105 -4
3 41 6
3 109 -4
3 146 9
3 163 -6
4 171 7
4 156 9
4 149 2
4 174 7
4 39 3
4 176 -6
4 79 -10
4 82 4
4 56 -7
4 45 0
4 114 -2
4 138 -7
4 169 -9
4 129 -4
4 132 1
4 65 4
4 127 7
4 59 -2
4 162 -7
4 7 -5
4 31 9
4 102 10
4 24 -8
4 77 -9
4 28 -10
4 68 7
4 117 9
4 33 7
4 96 -7
4 64 -10
4 118 -2
4 63 9
4 154 -5
4 8 2
4 172 6
4 16 2
4 101 -2
4 42 -1
4 14 -10
4 57 -1
4 46 3
4 69 -8
4 92 10
4 166 -8
4 6 1
4 163 -1
4 62 -1
4 67 0
4 146 -2
4 175 2
4 167 -9
4 103 -1
4 98 -10
4 36 2
4 99 6
4 120 -1
4 70 1
4 30 5
4 135 4
4 51 4
4 112 5
4 60 -9
4 34 -4
4 104 3
4 88 7
4 11 -2
4 50 -8
