180 1611 
1 84 9
1 120 4
1 111 1
1 103 8
1 70 3
1 97 2
1 131 4
1 98 7
1 34 2
1 74 2
1 62 6
1 20 2
1 51 5
1 135 4
1 78 5
1 113 8
1 94 3
1 121 10
1 83 7
1 54 10
2 102 1
2 178 9
2 146 4
2 103 1
2 29 3
2 96 2
2 127 6
2 62 1
2 172 5
2 40 4
2 80 6
2 53 7
2 15 10
2 51 2
2 54 5
2 27 5
2 143 3
2 160 1
2 148 9
2 98 7
2 77 3
2 12 4
2 7 1
2 110 1
2 45 4
2 11 9
2 165 8
2 33 5
3 131 3
3 32 6
3 136 7
3 119 5
3 38 10
3 162 2
3 31 3
3 126 8
3 169 2
3 141 1
3 29 2
4 97 10
4 91 5
4 34 9
4 105 9
4 80 8
4 88 3
4 162 9
4 41 8
4 155 4
4 65 5
5 175 3
5 94 3
5 122 2
5 147 4
5 110 6
5 163 6
5 74 1
5 38 5
5 81 4
5 102 7
5 123 2
5 42 1
5 133 1
5 101 7
5 116 4
5 23 6
5 41 4
5 16 9
5 32 5
5 52 10
5 179 8
5 140 3
5 121 10
5 97 8
5 174 1
6 14 4
6 69 2
6 87 7
6 57 10
6 168 5
6 158 1
6 111 3
6 53 1
6 174 3
6 128 2
6 64 10
6 50 6
6 61 5
6 51 2
6 141 9
6 49 6
6 115 5
6 41 4
6 155 3
6 114 8
6 157 2
6 133 3
6 98 10
6 154 8
6 74 5
7 51 4
7 87 3
7 65 7
7 57 9
7 69 6
7 47 9
7 155 7
7 49 3
7 108 4
7 119 4
7 78 5
7 104 5
7 99 3
7 146 6
8 75 8
8 79 4
8 104 9
8 70 9
8 85 3
8 162 7
8 41 3
8 95 10
8 37 10
8 167 2
8 147 8
8 137 5
8 158 2
8 175 6
8 149 8
8 36 3
8 160 7
8 135 10
8 105 9
8 113 1
9 68 10
9 46 5
9 101 1
9 106 7
9 18 10
9 171 7
9 63 3
9 122 1
9 140 3
9 153 6
9 167 4
9 13 8
9 14 5
10 13 3
10 142 9
10 95 6
10 157 7
10 139 7
10 29 6
10 133 3
10 51 7
10 120 9
10 94 6
10 153 5
10 143 8
10 33 8
11 105 6
11 20 5
11 83 7
11 76 8
11 54 10
11 150 4
11 164 6
11 47 3
11 82 6
11 157 9
11 96 9
11 78 10
11 113 3
11 126 3
11 73 4
12 155 5
12 22 3
12 148 4
12 60 9
12 158 6
12 29 8
12 79 1
12 108 2
12 93 9
12 149 4
12 32 1
12 42 5
12 161 7
12 70 5
12 170 10
12 145 8
12 179 1
12 39 1
12 166 8
12 129 4
12 180 8
12 128 5
12 109 9
12 72 2
12 26 7
12 165 9
13 48 1
13 179 2
13 25 6
13 100 3
13 39 3
13 180 2
13 20 1
13 141 4
13 176 1
13 104 2
13 71 4
13 80 1
13 69 3
13 127 5
13 140 5
13 114 9
13 31 1
13 66 7
13 162 8
14 102 2
14 100 6
14 162 6
14 93 2
14 62 8
14 147 3
14 83 2
14 118 2
14 108 2
14 177 5
14 128 6
14 78 6
14 89 10
14 23 5
14 130 6
15 174 1
15 171 3
15 25 4
15 24 2
15 108 2
15 149 5
15 126 7
15 42 2
15 83 1
15 165 3
15 172 1
15 143 6
15 56 5
15 123 10
15 157 7
15 38 9
15 35 2
15 142 2
15 96 10
15 89 10
16 155 9
16 28 9
16 46 10
16 36 5
16 27 8
16 87 1
16 133 5
16 137 2
16 18 7
16 26 6
16 60 2
16 85 6
16 136 1
16 79 1
17 109 2
17 179 7
17 133 5
17 48 6
17 61 9
17 120 10
17 18 10
17 143 2
17 43 5
17 137 6
17 125 9
17 118 3
17 30 1
17 167 2
17 163 6
17 121 1
17 93 6
17 82 8
17 58 8
17 70 4
