180 14499 
1 154 -1
1 159 8
1 118 -9
1 104 -8
1 176 -10
1 15 4
1 34 -1
1 147 -1
1 143 -4
1 125 -4
1 79 -3
1 13 0
1 128 0
1 80 -7
1 67 -4
1 171 1
1 39 8
1 150 -2
1 30 6
1 74 -7
1 25 -3
1 144 5
1 47 10
1 32 -6
1 6 -1
1 5 -2
1 10 10
1 35 9
1 120 9
1 173 6
1 148 2
1 133 0
1 56 -3
1 160 5
1 91 -4
1 139 0
1 132 -10
1 51 7
1 174 10
1 123 -1
1 138 8
1 52 9
1 72 6
1 78 -10
1 73 10
1 167 -9
1 117 -10
1 87 -7
1 131 -5
1 85 8
1 12 10
1 17 -4
1 24 7
1 58 8
1 68 6
1 111 10
1 103 2
1 102 -10
1 140 -7
1 101 -6
1 71 7
1 93 1
1 11 -2
1 29 7
1 66 3
1 161 -5
1 9 9
1 99 -9
1 100 6
1 158 6
1 48 -2
1 77 -4
1 49 7
1 114 0
1 2 1
1 28 3
1 89 10
1 55 2
1 168 9
1 20 2
1 76 -4
1 106 -7
1 82 10
1 169 7
1 38 8
1 3 -10
1 46 -9
1 54 2
1 83 6
1 33 -6
1 146 2
1 86 -1
1 60 0
1 65 1
1 124 -5
1 59 2
1 137 4
1 121 -4
1 157 3
1 98 7
1 180 6
1 142 0
1 122 -4
1 134 8
1 107 -6
1 75 9
1 119 10
1 96 -8
1 145 9
1 53 10
1 155 1
1 94 -8
1 129 -1
1 152 3
1 151 3
1 26 0
1 153 -4
1 84 -4
1 50 7
1 162 8
1 69 -6
1 165 1
1 116 1
1 109 7
1 57 3
1 179 10
1 27 -5
1 61 -4
1 31 -8
1 175 10
1 45 2
1 18 8
1 44 -2
1 7 9
1 14 -1
1 40 2
1 110 4
1 62 3
1 97 2
1 156 -1
1 70 -5
1 23 -6
1 90 -10
1 141 6
1 135 -9
1 149 0
1 130 3
1 172 10
1 105 -7
1 108 1
1 126 -9
1 43 1
1 166 0
1 136 2
1 92 -9
1 64 -8
1 36 -6
1 16 -8
2 45 -7
2 159 7
2 112 0
2 54 -1
2 60 -5
2 132 -1
2 57 9
2 169 -9
2 49 -3
2 55 -2
2 175 8
2 33 -1
2 98 -8
2 83 -10
2 14 3
2 74 -10
2 42 1
2 88 6
2 82 4
2 72 -2
2 84 -7
2 24 4
2 13 -5
2 91 -7
2 50 -9
2 164 -7
2 156 9
2 99 -3
2 110 -2
2 38 -7
2 119 -9
2 136 2
2 66 8
2 48 -9
2 101 6
2 142 -6
2 124 -2
2 178 -2
2 46 4
2 141 9
2 76 -1
2 9 1
2 73 8
2 81 -7
2 111 6
2 113 10
2 138 5
2 8 -6
2 97 -3
2 62 10
2 92 -7
2 174 -3
2 58 2
2 75 -3
2 168 8
2 120 8
2 155 5
2 129 3
2 100 8
2 176 0
2 77 -7
2 137 2
2 171 -2
2 65 -9
2 87 -9
2 128 5
2 51 -1
2 134 5
2 147 -1
2 30 -10
2 144 -1
2 53 0
2 43 -8
2 145 -5
2 67 -3
2 19 -4
2 80 -1
2 70 -1
2 11 -2
2 21 -2
2 6 10
2 160 -5
2 139 -9
2 69 0
2 105 -9
2 126 -3
2 152 6
2 158 -4
2 116 -3
2 170 -7
2 23 -8
2 103 0
2 4 2
2 41 5
2 163 4
2 161 -7
2 121 4
2 63 -1
2 131 -7
2 95 8
2 180 -3
2 130 7
2 150 6
2 71 4
2 78 -4
2 64 6
2 162 -4
2 44 9
2 149 -6
2 148 7
2 93 9
2 166 2
2 107 7
2 7 3
2 86 -6
2 22 -10
2 153 4
2 165 -7
2 94 0
2 39 -2
2 102 -7
2 3 -9
2 172 -4
2 114 1
2 151 4
2 89 7
2 27 -2
2 56 -7
2 133 -5
2 32 9
2 123 10
2 68 -8
2 20 -9
2 118 -10
2 108 7
2 36 9
2 109 7
2 85 -7
2 154 -10
2 127 -2
2 26 9
2 125 -5
2 167 2
2 106 6
2 104 2
2 90 -2
2 17 -1
2 79 -10
2 140 -1
2 47 3
2 59 -8
2 52 10
2 157 -8
2 143 1
2 12 -1
2 35 -1
2 16 0
2 15 -2
2 135 2
2 177 -9
2 34 -1
2 25 -10
2 96 2
2 122 6
3 101 -1
3 39 1
3 65 5
3 120 4
3 165 4
3 83 5
3 38 -9
3 110 -4
3 36 3
3 169 7
3 52 -2
3 34 -8
3 8 -2
3 93 3
3 75 -6
3 159 -2
3 30 6
3 164 4
3 166 -3
3 129 -6
3 10 6
3 50 10
3 26 -3
3 43 -2
3 144 -10
3 108 -2
3 24 -8
3 89 -4
3 95 -8
3 156 1
3 78 2
3 35 0
3 19 1
3 180 6
3 162 -10
3 79 -7
3 96 4
3 85 6
3 22 -3
3 154 -4
3 16 -7
3 47 7
3 61 7
3 53 -9
3 7 -5
3 12 -10
3 69 6
3 127 4
3 60 -8
3 103 1
3 151 9
3 118 3
3 86 -7
3 102 2
3 76 7
3 135 1
3 66 5
3 57 9
3 9 8
3 74 1
3 64 7
3 104 6
3 114 -3
3 73 1
3 51 8
3 40 -7
3 54 2
3 123 -8
3 91 10
3 32 -9
3 126 5
3 11 1
3 67 -5
3 68 5
3 25 1
3 27 -9
3 115 -7
3 55 8
3 48 0
3 113 2
3 179 -4
3 37 -2
3 90 -3
3 170 9
3 168 -4
3 134 -7
3 139 -9
3 5 -6
3 173 10
3 56 -3
3 98 3
3 136 -2
3 17 4
3 137 -7
3 49 6
3 71 -3
3 138 -1
3 133 5
3 94 4
3 121 5
3 125 9
3 28 0
3 167 9
