180 8055 
1 92 1
1 16 9
1 6 1
1 158 10
1 164 7
1 37 2
1 123 1
1 93 -5
1 79 -2
1 171 8
1 138 8
1 178 -10
1 39 -9
1 102 -4
1 122 9
1 159 5
1 140 1
1 89 8
1 104 -3
1 87 5
1 106 4
1 77 4
1 133 -8
1 156 8
1 168 1
1 165 7
1 166 -6
1 18 1
1 2 -1
1 36 -5
1 88 0
1 105 -7
1 27 9
1 52 9
1 132 0
1 119 -10
1 148 -6
1 81 -7
1 152 -3
1 108 -5
1 139 -7
1 114 -7
1 13 -9
1 63 5
1 134 -1
1 157 4
1 30 -1
1 75 9
1 61 -5
1 160 7
1 32 -2
1 41 6
1 96 -1
1 58 -5
1 56 -3
1 38 0
1 109 2
1 150 -8
1 57 1
1 44 -7
1 107 2
1 72 8
1 80 3
1 53 -4
1 46 -2
1 21 -3
1 23 9
1 29 -1
1 85 6
1 144 7
1 91 8
1 19 -5
1 177 0
1 68 -2
1 71 10
1 155 1
1 60 9
1 5 -2
1 84 2
1 120 -9
1 111 -1
1 103 -1
1 70 -1
1 97 4
1 131 -8
1 98 6
1 34 3
1 74 -8
1 62 0
1 20 1
1 51 -6
1 135 5
1 78 3
1 113 -6
1 94 10
1 121 -4
1 83 -2
1 54 -9
2 121 6
2 174 -7
2 115 8
2 152 5
2 107 -2
2 101 0
2 3 0
2 66 6
2 155 -8
2 84 6
2 128 -7
2 59 -10
2 56 -1
2 42 -3
2 105 -2
2 149 6
2 135 -1
2 177 -3
2 6 -3
2 158 0
2 81 6
2 108 -10
2 75 -3
2 5 6
2 161 -4
2 21 -10
2 60 -3
2 58 -6
2 19 -3
2 41 1
2 18 -5
2 151 3
2 26 -7
2 144 10
2 30 1
2 38 -3
2 34 -9
2 116 -5
2 14 5
2 166 8
2 122 7
2 156 -5
2 97 1
2 73 -5
2 64 3
2 68 0
2 89 -8
2 94 -7
2 85 -7
2 130 8
2 168 2
2 114 4
2 61 9
2 137 -9
2 65 -5
2 22 -1
2 129 0
2 87 -9
2 25 10
2 79 -5
2 140 -8
2 28 -6
2 157 7
2 123 4
2 167 10
2 179 8
2 24 0
2 102 10
2 178 -7
2 146 10
2 103 -3
2 29 5
2 96 1
2 127 7
2 62 4
2 172 0
2 40 9
2 80 -10
2 53 -7
2 15 -2
2 51 0
2 54 -7
2 27 -4
2 143 -1
2 160 7
2 148 6
2 98 0
2 77 4
2 12 -7
2 7 6
2 110 1
2 45 2
2 11 -4
2 165 1
2 33 -1
3 130 7
3 75 9
3 135 3
3 95 9
3 10 -4
3 44 -8
3 166 -3
3 76 5
3 13 9
3 158 1
3 64 -6
3 92 -10
3 178 -10
3 163 5
3 176 0
3 42 -5
3 41 2
3 111 7
3 74 6
3 46 9
3 100 2
3 21 -9
3 83 -4
3 115 1
3 129 -8
3 56 -1
3 89 1
3 145 -5
3 48 -7
3 102 -3
3 146 10
3 124 8
3 57 -2
3 156 4
3 168 5
3 45 -3
3 143 6
3 93 -10
3 68 -7
3 50 -10
3 20 6
3 139 3
3 58 8
3 116 -3
3 114 -8
3 81 1
3 109 3
3 144 2
3 99 2
3 63 -6
3 174 -9
3 142 7
3 133 -10
3 128 5
3 61 0
3 27 8
3 147 -7
3 103 -7
3 85 10
3 108 -5
3 137 -5
3 173 -8
3 36 -8
3 25 0
3 49 7
3 40 1
3 14 1
3 120 -8
3 84 5
3 180 -3
3 8 8
3 161 -8
3 138 4
3 112 2
3 94 2
3 106 6
3 175 -4
3 131 7
3 32 10
3 136 10
3 119 6
3 38 7
3 162 -8
3 31 -10
3 126 7
3 169 8
3 141 0
3 29 7
4 67 -7
4 15 9
4 19 -3
4 145 8
4 83 8
4 177 9
4 56 9
4 53 5
4 141 7
4 169 4
4 51 -10
4 61 -2
4 37 -5
4 60 8
4 89 -7
4 112 1
4 151 0
4 174 7
4 114 -7
4 84 -5
4 21 1
4 75 -8
4 98 0
4 47 4
4 82 3
4 179 7
4 132 -8
4 20 -10
4 95 -7
4 64 -5
4 115 -8
4 24 -7
4 44 9
4 62 -6
4 176 -1
4 116 7
4 109 -4
4 118 8
4 102 -1
4 172 -9
4 147 7
4 121 -5
4 29 6
4 152 8
4 158 -6
4 96 0
4 106 0
4 36 2
4 93 -3
4 63 -3
4 55 0
4 171 5
4 122 -8
4 120 8
4 124 -3
4 31 -5
4 157 -6
4 160 -5
4 140 6
4 6 2
4 38 -9
4 23 3
4 136 5
4 42 7
4 131 7
4 72 -1
4 167 1
4 111 6
4 22 9
4 50 -1
4 165 -2
4 161 -3
4 178 0
4 150 6
4 173 3
4 79 -8
4 33 8
4 108 3
4 90 0
4 119 9
4 180 5
4 18 -8
4 149 -6
4 14 -2
4 139 8
4 143 -2
4 43 -8
4 94 -10
4 32 10
4 97 2
4 91 10
4 34 0
4 105 10
4 80 7
4 88 -5
4 162 -7
4 41 -3
4 155 -2
4 65 5
5 109 -1
5 61 -3
5 48 10
5 14 -6
5 22 8
5 106 -1
5 65 7
5 57 -5
5 35 -7
5 107 9
5 103 7
5 26 6
5 117 7
5 43 3
5 125 -4
5 119 -4
5 166 -9
5 69 2
5 80 8
5 83 -8
5 25 -6
5 24 1
5 44 -5
5 124 -1
5 154 2
5 12 -3
5 176 10
5 78 -10
5 27 2
5 20 -10
5 51 4
5 113 2
5 139 10
5 173 -9
5 54 3
5 59 2
5 34 -2
5 153 5
5 11 0
5 152 -2
5 37 -10
5 66 -9
5 120 8
5 56 7
5 7 5
5 143 9
5 63 -2
5 50 -1
5 99 -1
5 111 -6
5 67 -1
5 33 -1
5 155 -10
5 71 8
5 91 10
5 45 1
5 134 9
5 159 4
5 93 10
5 85 8
5 128 -9
5 127 6
5 112 3
5 114 8
5 105 4
5 79 -7
5 77 -9
5 175 8
5 94 5
5 122 -9
5 147 -9
5 110 10
5 163 -5
5 74 8
5 38 -8
5 81 -8
5 102 9
5 123 -7
5 42 -9
5 133 5
5 101 -10
5 116 1
5 23 6
5 41 -10
5 16 -2
5 32 -7
5 52 3
5 179 -2
5 140 -3
5 121 4
5 97 5
5 174 -9
6 104 9
6 129 -3
6 152 -5
6 76 -6
6 83 -3
6 30 -8
6 103 -10
6 40 -8
6 134 5
6 48 -8
6 138 -2
6 101 8
6 77 -3
6 147 -1
6 176 -5
6 110 2
6 91 3
6 73 3
6 34 -9
6 72 4
6 161 5
6 68 10
6 39 1
6 170 -5
6 148 -4
6 117 -1
6 21 -7
6 142 3
6 80 4
6 33 -4
6 47 8
6 139 2
6 45 -3
6 85 4
6 12 -1
6 59 -9
6 107 7
6 151 10
6 125 5
6 143 -5
6 97 -8
6 173 3
6 144 -8
6 9 1
6 52 -6
6 118 3
6 178 -1
6 26 9
6 18 2
6 109 -4
6 156 5
6 24 -9
6 65 0
6 86 8
6 160 -8
6 167 -5
6 124 5
6 159 0
6 62 3
6 14 -6
6 69 -9
6 87 -5
6 57 -2
6 168 4
6 158 -9
6 111 1
6 53 5
6 174 0
6 128 -1
6 64 -5
6 50 4
6 61 2
6 51 4
6 141 -3
6 49 4
6 115 -4
6 41 -6
6 155 1
6 114 7
6 157 6
6 133 0
6 98 4
6 154 4
6 74 8
7 48 10
7 93 -10
7 33 3
7 129 -9
7 130 -1
7 125 1
7 175 1
7 169 -9
7 91 0
7 45 9
7 163 -10
7 120 5
7 123 1
7 133 1
7 111 8
7 59 5
7 171 -6
7 53 -10
7 176 -1
7 135 1
7 37 10
7 74 2
7 126 10
7 131 9
7 138 -1
7 136 8
7 72 -9
7 26 -2
7 42 -3
7 58 -10
7 60 1
7 94 8
7 116 0
7 153 9
7 86 -3
7 30 0
7 67 -8
7 39 4
7 85 6
7 150 0
7 154 1
7 11 -1
7 92 0
7 160 -7
7 70 -3
7 89 -7
7 121 -8
7 158 4
7 76 -9
7 46 -5
7 114 10
7 43 -3
7 82 -2
7 124 -8
7 27 -1
7 22 -9
7 156 10
7 71 -3
7 179 -7
7 98 4
7 149 -6
7 96 8
7 128 -7
7 9 -8
7 145 3
7 41 5
7 90 4
7 61 8
7 134 -2
7 110 -7
7 95 5
7 105 0
7 139 2
7 177 4
7 32 9
7 15 -7
7 101 -4
7 8 2
7 51 -1
7 87 9
7 65 -9
7 57 -4
7 69 -10
7 47 6
7 155 -3
7 49 6
7 108 9
7 119 0
7 78 -4
7 104 -2
7 99 -7
7 146 4
8 91 -7
8 108 5
8 57 -8
8 177 5
8 128 1
8 123 8
8 136 3
8 49 9
8 157 -4
8 164 0
8 26 2
8 93 -4
8 62 10
8 74 7
8 115 7
8 131 -7
8 20 -4
8 73 -8
8 144 -6
8 173 -5
8 17 -10
8 109 2
8 10 -4
8 67 10
8 82 1
8 48 -4
8 171 2
8 59 4
8 40 0
8 140 -6
8 15 -2
8 51 -8
8 50 2
8 28 5
8 116 -2
8 100 6
8 23 -2
8 122 -7
8 46 3
8 56 -5
8 165 9
8 127 -1
8 125 10
8 24 7
8 172 -3
8 39 4
8 33 0
8 13 -3
8 97 -3
8 114 8
8 34 1
8 102 -9
8 35 -5
8 170 0
8 180 2
8 126 -2
8 86 4
8 60 -10
8 155 -8
8 80 9
8 152 -4
8 55 6
8 94 1
8 154 -7
8 124 6
8 84 -8
8 75 10
8 79 2
8 104 -7
8 70 3
8 85 4
8 162 1
8 41 -2
8 95 3
8 37 -4
8 167 0
8 147 5
8 137 -9
8 158 9
8 175 -6
8 149 3
8 36 -4
8 160 5
8 135 7
8 105 -10
8 113 6
9 173 -5
9 31 -4
9 74 -4
9 52 10
9 92 -1
9 161 -2
9 88 6
9 65 -6
9 179 2
9 115 8
9 109 5
9 96 4
9 28 10
9 29 3
9 45 10
9 22 -3
9 30 -9
9 133 -3
9 21 6
9 104 -2
9 89 -9
9 166 6
9 27 -6
9 84 5
9 138 8
9 32 -2
9 93 1
9 48 1
9 25 -1
9 71 -8
9 113 0
9 35 1
9 33 4
9 134 -9
9 66 5
9 127 -7
9 64 -2
9 125 -8
9 137 5
9 119 0
9 19 3
9 126 -1
9 24 7
9 156 9
9 61 -10
9 36 -2
9 79 -4
9 108 0
9 49 -3
9 53 0
9 78 -8
9 40 -7
9 117 8
9 44 6
9 120 -9
9 81 2
9 86 -1
9 57 -9
9 38 -7
9 56 7
9 162 -4
9 159 -9
9 67 -10
9 136 -6
9 77 -10
9 76 10
9 73 7
9 160 -2
9 58 2
9 69 -3
9 112 6
9 100 1
9 141 10
9 142 -5
9 139 -6
9 170 2
9 20 -9
9 68 -5
9 46 7
9 101 6
9 106 8
9 18 -3
9 171 9
9 63 3
9 122 -8
9 140 5
9 153 -4
9 167 0
9 13 8
9 14 6
10 87 -8
10 83 1
10 112 7
10 164 1
10 61 -5
10 53 -1
10 135 -6
10 158 -5
10 174 9
