180 8055 
1 161 6
1 9 2
1 99 9
1 100 8
1 158 10
1 48 2
1 77 6
1 49 7
1 114 8
1 2 2
1 28 3
1 89 7
1 55 6
1 168 2
1 20 6
1 76 7
1 106 3
1 82 4
1 169 1
1 38 2
1 3 2
1 46 5
1 54 7
1 83 4
1 33 9
1 146 8
1 86 4
1 60 9
1 65 2
1 124 2
1 59 3
1 137 2
1 121 1
1 157 8
1 98 4
1 180 9
1 142 7
1 122 5
1 134 6
1 107 1
1 75 8
1 119 9
1 96 6
1 145 4
1 53 10
1 155 8
1 94 10
1 129 5
1 152 5
1 151 6
1 26 10
1 153 8
1 84 3
1 50 3
1 162 9
1 69 7
1 165 10
1 116 2
1 109 6
1 57 7
1 179 7
1 27 3
1 61 1
1 31 9
1 175 3
1 45 5
1 18 10
1 44 3
1 7 3
1 14 7
1 40 4
1 110 7
1 62 8
1 97 2
1 156 6
1 70 2
1 23 3
1 90 2
1 141 2
1 135 8
1 149 3
1 130 6
1 172 3
1 105 4
1 108 6
1 126 2
1 43 7
1 166 8
1 136 8
1 92 7
1 64 8
1 36 4
1 16 8
2 145 10
2 67 2
2 19 7
2 80 5
2 70 10
2 11 7
2 21 9
2 6 3
2 160 4
2 139 3
2 69 2
2 105 4
2 126 7
2 152 7
2 158 9
2 116 7
2 170 2
2 23 2
2 103 8
2 4 4
2 41 7
2 163 8
2 161 3
2 121 10
2 63 1
2 131 1
2 95 7
2 180 4
2 130 9
2 150 4
2 71 8
2 78 8
2 64 1
2 162 5
2 44 10
2 149 2
2 148 2
2 93 6
2 166 9
2 107 4
2 7 6
2 86 6
2 22 1
2 153 7
2 165 8
2 94 10
2 39 3
2 102 4
2 3 9
2 172 9
2 114 7
2 151 2
2 89 10
2 27 8
2 56 6
2 133 10
2 32 2
2 123 3
2 68 9
2 20 9
2 118 5
2 108 7
2 36 5
2 109 9
2 85 5
2 154 3
2 127 1
2 26 10
2 125 4
2 167 5
2 106 4
2 104 7
2 90 8
2 17 5
2 79 4
2 140 8
2 47 5
2 59 1
2 52 8
2 157 4
2 143 8
2 12 4
2 35 9
2 16 7
2 15 9
2 135 2
2 177 1
2 34 10
2 25 7
2 96 3
2 122 2
3 91 1
3 32 7
3 126 2
3 11 6
3 67 6
3 68 3
3 25 2
3 27 1
3 115 10
3 55 4
3 48 3
3 113 1
3 179 8
3 37 2
3 90 2
3 170 4
3 168 3
3 134 6
3 139 5
3 5 8
3 173 2
3 56 7
3 98 6
3 136 1
3 17 10
3 137 8
3 49 6
3 71 7
3 138 1
3 133 4
3 94 10
3 121 7
3 125 9
3 28 5
3 167 9
3 14 6
3 128 5
3 172 2
3 145 10
3 23 9
3 111 3
3 175 2
3 21 6
3 143 4
3 119 1
3 116 6
3 142 3
3 160 9
3 13 4
3 77 7
3 106 5
3 82 8
3 46 6
3 88 8
3 112 6
3 131 8
3 130 3
3 6 7
3 58 9
3 4 2
3 29 2
3 99 4
3 59 5
3 161 10
3 97 1
3 62 8
3 87 3
3 174 9
3 122 6
3 124 7
3 150 7
3 42 9
3 80 4
3 171 6
3 141 5
3 158 3
3 44 2
3 178 6
3 105 5
3 41 2
3 109 5
3 146 6
3 163 6
4 171 3
4 156 10
4 149 9
4 174 5
4 39 1
4 176 2
4 79 4
4 82 2
4 56 6
4 45 10
4 114 1
4 138 8
4 169 8
4 129 8
4 132 7
4 65 10
4 127 7
4 59 9
4 162 5
4 7 3
4 31 2
4 102 5
4 24 4
4 77 6
4 28 2
4 68 5
4 117 10
4 33 10
4 96 3
4 64 6
4 118 9
4 63 5
4 154 10
4 8 3
4 172 8
4 16 2
4 101 6
4 42 5
4 14 8
4 57 3
4 46 5
4 69 8
4 92 9
4 166 5
4 6 1
4 163 1
4 62 10
4 67 1
4 146 5
4 175 4
4 167 7
4 103 9
4 98 9
4 36 10
4 99 9
4 120 8
4 70 3
4 30 2
4 135 6
4 51 7
4 112 6
4 60 4
4 34 2
4 104 5
4 88 8
4 11 2
4 50 1
4 84 3
4 78 7
4 121 1
4 95 3
4 87 10
4 116 2
4 105 4
4 47 6
4 37 7
4 75 3
4 133 4
4 140 2
4 158 6
4 9 6
4 179 6
4 53 3
4 152 9
4 32 10
5 27 8
5 152 9
5 71 2
5 28 1
5 126 10
5 62 6
5 48 6
5 7 10
5 52 7
5 75 8
5 100 6
5 74 6
5 59 2
5 15 8
5 37 4
5 144 3
5 17 1
5 50 5
5 21 5
5 69 8
5 125 3
5 110 6
5 9 3
5 60 5
5 145 2
5 41 5
5 44 9
5 124 1
5 94 7
5 47 5
5 32 9
5 43 4
5 10 3
5 91 5
5 142 3
5 177 3
5 136 8
5 29 5
5 154 6
5 129 8
5 179 10
5 137 10
5 11 8
5 56 1
5 120 1
5 33 2
5 65 1
5 106 8
5 88 7
5 54 3
5 168 10
5 112 9
5 36 6
5 19 9
5 95 9
5 80 8
5 138 8
5 169 9
5 18 6
5 113 8
5 83 2
5 172 7
5 104 2
5 31 4
5 63 2
5 170 9
5 78 5
5 99 2
5 39 6
5 180 6
5 130 1
5 92 7
5 51 6
5 105 4
5 45 5
5 87 8
5 72 8
5 90 1
5 166 10
5 158 1
5 139 10
5 162 2
5 98 6
5 171 3
5 20 5
5 79 8
5 165 7
5 66 3
5 111 1
5 14 5
5 116 5
5 93 5
6 72 6
6 117 2
6 174 9
6 66 5
6 152 6
6 162 6
6 11 9
6 73 10
6 19 10
6 91 8
6 163 3
6 146 3
6 60 7
6 88 6
6 37 10
6 120 8
6 74 9
6 76 7
6 62 4
6 12 1
6 8 5
6 112 9
6 149 9
6 78 4
6 147 8
6 22 3
6 41 10
6 17 6
6 9 5
6 32 1
6 68 3
6 71 10
6 59 1
6 50 2
6 131 6
6 180 5
6 113 5
6 134 3
6 138 8
6 69 7
6 86 9
6 135 3
6 82 3
6 158 8
6 96 3
6 169 8
6 58 8
6 102 7
6 121 8
6 136 10
6 42 2
6 179 2
6 164 5
6 28 7
6 47 10
6 10 10
6 171 6
6 177 10
6 155 8
6 89 6
6 46 10
6 87 3
6 154 6
6 125 1
6 24 3
6 116 10
6 40 4
6 133 8
6 13 2
6 118 2
6 43 1
6 26 6
6 128 7
6 34 2
6 114 10
6 33 8
6 127 1
6 55 9
6 109 6
6 21 7
6 110 7
6 48 8
6 151 6
7 110 1
7 87 5
7 61 7
7 101 3
7 28 8
7 33 4
7 91 2
7 71 8
7 106 8
7 93 3
7 77 9
7 62 6
7 144 2
7 168 9
7 40 1
7 105 10
7 121 6
7 57 7
7 82 1
7 123 9
7 130 2
7 34 7
7 131 3
7 113 7
7 160 10
7 128 5
7 23 6
7 25 7
7 37 3
7 18 4
7 12 2
7 148 10
7 42 10
7 129 4
7 14 1
7 163 9
7 108 9
7 161 6
7 154 2
7 173 10
7 124 10
7 46 9
7 150 6
7 149 9
7 157 8
7 100 5
7 79 8
7 137 4
7 152 4
7 143 1
7 142 3
7 94 4
7 98 2
7 85 7
7 155 5
7 165 7
7 59 9
7 141 8
7 84 4
7 53 3
7 58 5
7 11 5
7 66 3
7 65 9
7 180 1
7 127 2
7 136 6
7 36 8
7 60 8
7 29 8
7 120 3
7 78 5
7 115 6
7 117 9
7 68 2
7 167 4
7 86 4
7 9 9
7 99 7
7 76 2
7 151 8
7 31 5
7 111 8
7 81 9
7 32 10
7 74 4
7 56 3
7 162 6
7 102 2
7 24 4
7 39 9
7 104 8
7 75 3
8 170 7
8 151 3
8 133 3
8 172 8
8 45 9
8 145 10
8 165 6
8 147 9
8 22 5
8 54 1
8 81 7
8 63 8
8 152 10
8 129 8
8 77 5
8 42 3
8 143 9
8 52 6
8 18 5
8 44 3
8 66 8
8 85 9
8 75 2
8 144 2
8 30 4
8 90 8
8 130 8
8 14 2
8 40 6
8 84 8
8 59 3
8 98 7
8 157 2
8 11 4
8 153 8
8 53 2
8 117 4
8 72 5
8 28 8
8 156 4
8 37 8
8 160 8
8 16 2
8 35 8
8 50 10
8 167 4
8 43 4
8 141 2
8 17 9
8 56 9
8 114 6
8 99 4
8 140 9
8 100 6
8 76 5
8 86 8
8 104 3
8 173 9
8 58 10
8 34 2
8 112 10
8 127 8
8 26 1
8 97 4
8 106 10
8 123 5
8 21 7
8 115 8
8 110 9
8 139 4
8 92 5
8 60 1
8 175 3
8 83 6
8 120 7
8 36 9
8 138 9
8 105 1
8 88 9
8 20 10
8 162 1
8 70 5
9 151 7
9 58 8
9 138 1
9 176 9
9 60 9
9 63 10
9 62 10
9 112 1
9 75 2
9 71 3
9 134 10
9 43 10
9 88 8
9 148 8
9 179 3
9 144 4
9 14 4
9 80 2
9 142 8
9 113 3
9 96 9
9 154 2
9 59 3
9 122 7
9 20 5
9 156 4
9 173 9
9 167 8
9 18 7
9 157 1
9 10 10
9 51 7
9 55 5
9 45 7
9 120 4
9 145 10
9 40 7
9 46 9
9 30 4
9 137 7
9 160 5
9 126 7
9 86 7
9 147 2
9 133 4
9 118 6
9 72 5
9 35 8
9 56 10
9 53 4
9 34 6
9 93 8
9 166 2
9 135 1
9 103 10
9 132 2
9 111 8
9 159 4
9 105 5
9 29 10
9 76 8
9 37 2
9 77 10
9 158 9
9 69 2
9 85 1
9 68 8
9 125 7
9 170 2
9 47 1
9 79 2
9 106 5
9 152 3
9 32 10
9 57 7
9 117 3
9 67 9
9 90 2
9 82 3
9 44 7
9 140 8
9 146 6
9 104 9
9 128 7
9 136 5
9 139 9
9 107 10
9 114 3
9 108 2
9 153 7
10 146 5
10 134 10
10 42 7
10 49 1
10 15 3
10 95 8
10 148 8
10 111 9
10 94 5
10 122 5
10 113 4
10 55 2
10 30 5
10 93 7
10 144 7
10 171 4
10 12 8
10 172 9
10 177 7
10 69 2
10 28 8
10 162 3
10 32 4
10 44 6
10 108 4
10 116 6
10 38 1
10 173 4
10 174 5
10 143 6
10 13 8
10 92 9
10 142 1
10 132 8
10 70 3
10 168 2
10 152 10
10 112 7
10 123 4
10 154 1
10 120 8
10 99 8
10 23 4
10 58 3
10 67 3
10 102 1
10 84 9
10 73 2
10 65 9
10 72 10
10 35 10
10 54 1
10 167 10
10 156 4
10 179 8
10 63 10
10 160 7
10 107 3
10 14 9
10 71 1
10 166 6
10 59 7
10 33 7
10 81 7
10 153 4
10 126 2
10 50 9
10 106 9
10 151 3
10 136 8
10 127 6
10 137 6
10 79 9
10 159 4
10 124 8
10 161 10
10 149 4
10 145 9
10 27 8
10 78 6
10 60 2
10 45 3
10 52 3
11 30 1
11 76 3
11 123 2
11 100 3
11 113 5
11 157 1
11 111 7
11 27 1
11 169 4
11 103 5
11 106 1
11 142 5
11 107 4
11 60 9
11 108 7
11 140 2
11 97 7
11 152 7
11 56 4
11 48 4
11 159 6
11 68 2
11 104 5
11 49 4
11 28 5
11 35 4
11 145 2
11 19 1
11 102 5
11 164 8
11 147 7
11 120 10
11 73 5
11 119 3
11 79 4
11 70 5
11 24 5
11 177 10
11 174 8
11 94 10
11 66 7
11 71 5
11 96 6
11 125 7
11 166 2
11 161 9
11 172 4
11 151 6
11 16 4
11 46 1
11 84 5
11 25 8
11 39 1
11 126 4
11 171 3
11 32 2
11 115 10
11 86 3
11 34 4
