180 8055 
1 80 3
1 145 6
1 20 -7
1 67 1
1 132 0
1 58 10
1 150 5
1 69 -5
1 8 3
1 86 -10
1 46 -9
1 167 -10
1 179 -7
1 104 -8
1 135 -9
1 30 -8
1 27 2
1 126 -2
1 76 1
1 169 1
1 128 -10
1 72 -8
1 162 -4
1 120 6
1 29 5
1 129 -10
1 65 -7
1 134 -6
1 41 6
1 32 -9
1 51 -9
1 137 -2
1 78 -4
1 118 4
1 93 1
1 100 1
1 111 2
1 105 -9
1 10 -3
1 74 -5
1 168 -10
1 83 10
1 133 1
1 34 8
1 5 -1
1 47 -10
1 147 8
1 173 -7
1 36 -7
1 33 -3
1 178 -7
1 90 -8
1 97 -3
1 117 -4
1 66 10
1 171 4
1 136 2
1 116 3
1 17 1
1 127 10
1 157 -10
1 35 7
1 73 2
1 43 -8
1 176 0
1 56 -9
1 114 -9
1 142 1
1 53 4
1 14 10
1 18 0
1 62 0
1 124 -2
1 87 -8
1 39 7
1 91 4
1 146 -7
1 119 1
1 61 -6
1 113 10
1 13 -6
1 138 3
1 2 -8
1 64 1
2 80 10
2 168 -10
2 151 6
2 51 3
2 162 3
2 90 -10
2 139 -9
2 134 3
2 44 -1
2 145 -8
2 117 5
2 84 -8
2 115 -10
2 91 1
2 56 7
2 78 -3
2 47 -9
2 23 8
2 166 4
2 124 6
2 65 9
2 45 3
2 68 -8
2 85 -5
2 165 -8
2 100 10
2 50 -8
2 17 -4
2 29 9
2 81 8
2 110 3
2 125 5
2 128 6
2 6 0
2 178 -9
2 111 -2
2 69 2
2 38 10
2 169 7
2 160 -9
2 101 -1
2 143 8
2 177 8
2 163 -1
2 98 1
2 161 1
2 174 -10
2 35 -9
2 52 -7
2 72 -10
2 157 4
2 112 -2
2 135 5
2 106 4
2 130 -3
2 42 -2
2 71 -9
2 82 -8
2 108 -9
2 43 -8
2 15 2
2 18 -8
2 122 5
2 88 5
2 46 3
2 16 3
2 141 5
2 11 -9
2 180 2
2 60 -2
2 77 6
2 7 -8
2 158 -2
2 105 -6
2 79 -2
2 154 9
2 152 9
2 119 -1
2 137 -6
2 156 4
2 58 -4
2 173 0
2 116 -4
2 64 4
2 31 3
2 59 1
2 107 8
2 33 4
2 10 0
2 103 -2
3 49 -4
3 31 8
3 95 0
3 44 7
3 83 -8
3 66 -4
3 15 -4
3 102 3
3 38 -9
3 116 -10
3 12 10
3 178 -4
3 147 -4
3 62 1
3 10 6
3 167 5
3 133 -8
3 39 -3
3 25 -5
3 13 -6
3 153 8
3 139 -8
3 55 -10
3 143 6
3 65 -6
3 151 7
3 154 0
3 48 -10
3 109 10
3 58 -7
3 163 4
3 50 -3
3 103 0
3 94 3
3 51 2
3 96 5
3 100 6
3 165 3
3 74 -3
3 180 10
3 90 -2
3 164 0
3 35 1
3 70 -5
3 28 1
3 177 -3
3 126 6
3 14 2
3 131 10
3 7 3
3 30 -4
3 135 -8
3 97 8
3 138 10
3 119 7
3 91 6
3 130 4
3 115 1
3 46 4
3 6 7
3 107 3
3 53 9
3 105 2
3 27 -3
3 61 8
3 86 -4
3 113 4
3 156 7
3 5 -6
3 173 10
3 110 5
3 170 5
3 57 7
3 98 -10
3 85 -3
3 104 8
3 19 9
3 52 3
3 16 2
3 26 3
3 92 -6
3 145 -9
3 63 -5
3 148 -2
3 132 6
3 4 -2
3 136 -7
3 8 5
3 21 -7
3 127 6
3 43 5
3 23 2
3 17 -1
3 34 7
3 73 -10
4 98 -2
4 90 1
4 169 -5
4 132 10
4 148 -10
4 32 3
4 176 7
4 104 0
4 120 0
4 123 -4
4 38 -6
4 77 -9
4 93 -4
4 5 -6
4 12 9
4 69 -8
4 21 -6
4 127 6
4 52 1
4 95 -6
4 34 7
4 105 -1
4 145 -6
4 102 -2
4 149 -5
4 67 -6
4 29 6
4 36 8
4 45 6
4 27 7
4 106 -9
4 85 -6
4 17 0
4 160 -1
4 40 -6
4 141 -9
4 75 2
4 113 8
4 119 -10
4 43 6
4 24 2
4 60 6
4 129 -5
4 125 3
4 165 7
4 61 2
4 92 0
4 158 -9
4 35 5
4 11 -8
4 161 9
4 114 -9
4 51 1
4 130 -5
4 54 4
4 66 3
4 59 -3
4 41 4
4 155 -7
4 162 9
4 144 10
4 156 -7
4 168 4
4 46 -5
4 116 6
4 151 -2
4 96 -3
4 91 -3
4 83 -7
4 15 -4
4 6 7
4 31 9
4 140 -8
4 72 -1
4 142 8
4 133 -8
4 87 6
4 42 7
4 9 1
4 33 -4
4 164 3
5 12 -9
5 122 3
5 157 4
5 150 4
5 101 6
5 9 7
5 27 -3
5 164 1
5 154 7
5 144 7
5 8 -9
5 65 -7
5 76 3
5 99 -4
5 39 -2
5 90 4
5 104 -6
5 30 -1
5 168 5
5 77 6
5 179 0
5 106 8
5 142 -9
5 105 4
5 33 7
5 85 -5
5 138 -8
5 118 -7
5 135 -2
5 119 -2
5 155 -5
5 36 9
5 120 -2
5 37 -5
5 95 3
5 152 -3
5 108 -9
5 46 3
5 93 -8
5 32 -3
5 178 -8
5 143 -5
5 28 -9
5 145 -1
5 114 6
5 116 -4
5 180 5
5 58 2
5 73 6
5 45 1
5 169 -4
5 78 -7
5 130 0
5 149 -3
5 26 -2
5 14 -8
5 18 0
5 84 -5
5 60 -3
5 117 9
5 70 3
5 64 5
5 92 4
5 24 -9
5 54 -5
5 156 -8
5 166 -8
5 80 10
5 50 -7
5 43 5
5 128 -2
5 115 8
5 147 -8
5 110 4
5 49 0
5 51 4
5 62 -9
5 91 10
5 175 -5
5 42 10
5 31 -7
5 160 -1
5 69 -1
5 161 10
6 62 -6
6 114 5
6 135 10
6 89 6
6 10 4
6 113 2
6 28 9
6 72 -4
6 104 -5
6 67 -2
6 60 2
6 64 -4
6 97 6
6 13 -4
6 110 1
6 116 -5
6 37 4
6 93 4
6 40 7
6 130 9
6 157 -10
6 50 -5
6 38 -5
6 71 3
6 52 -6
6 126 7
6 131 9
6 55 8
6 61 -8
6 168 -7
6 154 -1
6 35 6
6 173 -2
6 78 7
6 169 6
6 86 7
6 85 2
6 79 8
6 91 9
6 43 1
6 30 3
6 175 -7
6 117 8
6 142 10
6 14 3
6 129 -7
6 105 -10
6 136 8
6 54 -5
6 132 4
6 161 -6
6 109 5
6 48 -7
6 24 -4
6 84 0
6 164 8
6 140 -3
6 51 10
6 141 -2
6 107 -1
6 112 0
6 180 -3
6 162 -4
6 16 -2
6 143 3
6 18 -1
6 45 7
6 77 6
6 21 -1
6 44 9
6 70 10
6 96 -1
6 139 -8
6 15 -5
6 160 7
6 7 4
6 33 5
6 82 2
6 46 -1
6 31 3
6 144 8
6 34 3
6 153 -9
6 41 -6
6 152 -8
6 174 2
6 8 -8
6 12 8
6 88 6
6 73 -5
6 159 0
7 23 -8
7 71 10
7 130 3
7 137 -2
7 131 -3
7 92 2
7 98 2
7 138 -6
7 27 -3
7 118 3
7 19 6
