180 8055 
1 103 1
1 64 1
1 34 1
1 110 1
1 46 1
1 170 1
1 155 1
1 6 1
1 95 1
1 14 1
1 8 1
1 108 1
1 2 1
1 168 1
1 36 1
1 43 1
1 10 1
1 149 1
1 55 1
1 117 1
1 174 1
1 132 1
1 72 1
1 60 1
1 33 1
1 67 1
1 11 1
1 37 1
1 47 1
1 135 1
1 147 1
1 28 1
1 86 1
1 165 1
1 73 1
1 87 1
1 76 1
1 52 1
1 111 1
1 16 1
1 90 1
1 82 1
1 51 1
1 20 1
1 126 1
1 112 1
1 163 1
1 128 1
1 48 1
1 172 1
1 13 1
1 167 1
1 176 1
1 99 1
1 102 1
1 35 1
1 80 1
1 129 1
1 15 1
1 42 1
1 169 1
1 156 1
1 179 1
1 25 1
1 30 1
1 75 1
1 93 1
1 124 1
1 133 1
1 145 1
1 89 1
1 118 1
1 12 1
1 123 1
1 38 1
1 171 1
1 78 1
1 88 1
1 22 1
1 159 1
1 5 1
1 144 1
1 23 1
1 164 1
1 134 1
1 109 1
1 81 1
1 115 1
1 58 1
1 70 1
1 139 1
1 96 1
1 97 1
1 166 1
1 157 1
1 39 1
2 121 1
2 108 1
2 166 1
2 70 1
2 93 1
2 150 1
2 64 1
2 113 1
2 118 1
2 136 1
2 143 1
2 171 1
2 42 1
2 21 1
2 39 1
2 86 1
2 167 1
2 24 1
2 94 1
2 117 1
2 54 1
2 169 1
2 29 1
2 91 1
2 100 1
2 41 1
2 80 1
2 165 1
2 19 1
2 89 1
2 127 1
2 72 1
2 49 1
2 111 1
2 135 1
2 40 1
2 126 1
2 102 1
2 76 1
2 11 1
2 67 1
2 129 1
2 13 1
2 44 1
2 20 1
2 69 1
2 158 1
2 137 1
2 63 1
2 173 1
2 163 1
2 62 1
2 138 1
2 61 1
2 128 1
2 71 1
2 131 1
2 161 1
2 170 1
2 145 1
2 107 1
2 52 1
2 17 1
2 50 1
2 176 1
2 144 1
2 149 1
2 6 1
2 162 1
2 84 1
2 56 1
2 12 1
2 156 1
2 79 1
2 133 1
2 88 1
2 23 1
2 146 1
2 148 1
2 116 1
2 32 1
2 87 1
2 120 1
2 92 1
3 11 1
3 129 1
3 84 1
3 120 1
3 158 1
3 115 1
3 4 1
3 67 1
3 35 1
3 142 1
3 61 1
3 168 1
3 143 1
3 81 1
3 155 1
3 139 1
3 49 1
3 103 1
3 146 1
3 30 1
3 174 1
3 68 1
3 145 1
3 96 1
3 42 1
3 121 1
3 137 1
3 24 1
3 119 1
3 127 1
3 58 1
3 50 1
3 101 1
3 141 1
3 126 1
3 12 1
3 97 1
3 167 1
3 152 1
3 159 1
3 66 1
3 160 1
3 165 1
3 164 1
3 46 1
3 104 1
3 16 1
3 122 1
3 51 1
3 89 1
3 133 1
3 13 1
3 38 1
3 17 1
3 138 1
3 169 1
3 173 1
3 123 1
3 156 1
3 147 1
3 31 1
3 54 1
3 53 1
3 148 1
3 73 1
3 109 1
3 86 1
3 140 1
3 110 1
3 98 1
3 170 1
3 77 1
3 20 1
3 105 1
3 33 1
3 29 1
3 28 1
3 65 1
3 125 1
