180 14499 
1 154 10
1 79 7
1 57 5
1 103 6
1 6 1
1 46 9
1 80 8
1 127 8
1 43 8
1 42 3
1 51 3
1 55 6
1 67 5
1 150 6
1 177 2
1 72 4
1 39 10
1 34 6
1 35 10
1 130 7
1 10 5
1 102 3
1 144 10
1 56 7
1 85 8
1 32 4
1 166 6
1 71 6
1 115 2
1 114 5
1 17 8
1 31 5
1 178 4
1 101 4
1 81 8
1 132 4
1 19 6
1 170 10
1 161 5
1 97 8
1 143 5
1 49 3
1 94 7
1 50 8
1 105 8
1 173 5
1 83 8
1 64 9
1 172 6
1 106 2
1 151 3
1 86 8
1 9 2
1 138 6
1 91 5
1 100 5
1 70 4
1 88 4
1 2 4
1 3 7
1 158 9
1 14 6
1 38 5
1 28 1
1 18 6
1 121 1
1 33 3
1 24 6
1 155 2
1 60 5
1 12 4
1 23 8
1 73 6
1 157 9
1 111 4
1 11 1
1 27 10
1 148 6
1 36 10
1 180 6
1 69 2
1 168 10
1 8 3
1 25 3
1 107 9
1 87 3
1 122 4
1 61 8
1 163 8
1 20 3
1 44 4
1 99 8
1 124 3
1 139 6
1 54 9
1 128 1
1 5 9
1 149 2
1 112 2
1 89 3
1 62 2
1 126 3
1 123 8
1 171 1
1 116 1
1 37 5
1 175 4
1 66 8
1 174 7
1 142 6
1 78 3
1 140 5
1 120 4
1 77 5
1 90 1
1 137 10
1 58 6
1 156 6
1 136 7
1 117 10
1 133 2
1 63 6
1 104 9
1 15 5
1 147 4
1 41 4
1 146 1
1 26 6
1 95 10
1 110 8
1 53 10
1 65 3
1 82 5
1 152 10
1 29 1
1 47 10
1 153 1
1 59 8
1 93 5
1 68 8
1 160 9
1 21 8
1 169 3
1 118 5
1 48 8
1 108 6
1 179 8
1 113 8
1 129 2
1 75 9
1 92 6
1 96 9
1 125 10
1 84 5
1 22 10
1 131 8
1 45 10
1 74 9
1 141 6
1 7 3
1 135 10
1 176 4
1 167 7
1 98 10
2 23 5
2 174 3
2 51 9
2 166 4
2 54 10
2 128 9
2 140 8
2 125 3
2 35 1
2 85 9
2 148 9
2 49 9
2 25 3
2 17 1
2 3 5
2 37 10
2 151 2
2 171 5
2 47 9
2 64 6
2 155 2
2 168 5
2 13 1
2 114 1
2 145 2
2 107 1
2 137 7
2 106 9
2 8 4
2 24 1
2 175 3
2 33 2
2 101 6
2 135 9
2 74 2
2 112 4
2 63 4
2 20 7
2 67 1
2 90 5
2 52 3
2 119 7
2 149 6
2 172 3
2 161 7
2 122 4
2 66 3
2 147 5
2 38 9
2 164 9
2 93 4
2 6 1
2 177 5
2 11 5
2 41 4
2 70 6
2 109 1
2 139 7
2 75 7
2 29 5
2 121 1
2 103 9
2 152 6
2 146 8
2 115 9
2 176 1
2 16 7
2 110 8
2 43 2
2 123 9
2 26 8
2 138 10
2 86 7
2 102 2
2 69 6
2 58 4
2 46 6
2 150 8
2 100 8
2 72 8
2 126 1
2 162 1
2 7 8
2 153 6
2 57 9
2 78 8
2 105 8
2 45 4
2 55 1
2 167 7
2 82 3
2 157 4
2 108 10
2 36 7
2 165 3
2 159 3
2 15 7
2 173 8
2 14 1
2 89 7
2 124 10
2 73 2
2 132 2
2 158 3
2 34 9
2 83 7
2 111 10
2 39 9
2 42 3
2 88 4
2 65 5
2 95 6
2 99 6
2 50 4
2 127 5
2 160 10
2 92 8
2 61 4
2 104 5
2 178 7
2 68 9
2 10 9
2 120 5
2 91 9
2 117 6
2 141 1
2 130 6
2 40 1
2 133 3
2 87 3
2 98 9
2 62 3
2 48 2
2 71 4
2 76 2
2 113 4
2 144 10
2 53 2
2 154 1
2 31 2
2 131 2
2 9 1
2 59 2
2 129 3
2 79 1
2 32 7
2 170 2
2 28 2
2 116 2
2 27 6
2 56 3
2 134 7
2 5 10
3 172 2
3 156 6
3 101 2
3 178 5
3 19 3
3 55 5
3 40 6
3 94 10
3 6 5
3 87 4
3 79 6
3 74 7
3 136 6
3 163 6
3 67 2
3 11 7
3 96 4
3 122 1
3 168 10
3 17 6
3 38 7
3 73 10
3 22 2
3 116 7
3 144 1
3 103 5
3 137 8
3 53 10
3 146 8
3 174 5
3 59 2
3 46 6
3 115 4
3 35 9
3 105 8
3 162 7
3 21 8
3 23 9
3 121 5
3 71 6
3 76 10
3 100 8
3 91 7
3 123 7
3 155 7
3 85 6
3 57 8
3 154 3
3 149 3
3 60 3
3 42 9
3 41 2
3 70 7
3 97 7
3 82 10
3 164 8
3 48 6
3 20 5
3 143 5
3 92 8
3 78 5
3 89 4
3 119 6
3 114 5
3 84 10
3 102 5
3 65 4
3 49 7
3 43 8
3 86 6
3 110 3
3 54 4
3 50 1
3 31 9
3 130 3
3 158 8
3 117 6
3 107 3
3 126 10
3 173 1
3 25 2
3 77 5
3 93 7
3 12 1
3 151 2
3 47 9
3 32 1
3 147 5
3 125 4
3 62 3
3 120 9
3 66 10
3 18 7
3 176 5
3 159 5
3 16 9
3 61 1
3 134 2
3 24 2
3 30 10
3 28 5
3 26 10
3 161 8
3 179 1
3 4 4
3 8 2
3 165 4
3 7 6
3 108 4
3 113 4
3 160 6
3 180 10
3 83 6
3 109 4
3 170 9
3 148 9
3 15 3
3 39 9
3 27 2
3 112 10
3 72 6
3 29 6
3 14 5
3 145 6
3 153 8
3 104 2
3 10 2
3 34 4
3 80 5
3 13 8
3 175 6
3 111 7
3 128 4
3 169 6
3 44 1
3 63 5
3 133 6
3 68 1
3 33 1
3 150 1
3 52 5
3 88 6
3 69 7
3 167 3
3 171 6
3 152 1
3 129 1
3 75 3
3 157 7
3 141 10
3 139 3
3 132 8
4 43 3
4 110 6
4 165 1
4 41 8
4 153 8
4 122 3
4 24 1
4 65 6
4 7 8
4 72 5
4 40 1
4 69 2
4 74 5
4 12 4
4 16 7
4 136 10
4 84 6
4 26 7
4 142 8
4 52 3
4 80 9
4 171 6
4 75 7
4 45 4
4 31 8
4 141 2
4 137 10
4 70 5
4 164 10
4 90 2
4 34 3
4 168 8
4 59 7
4 179 9
4 14 7
4 151 10
4 91 3
4 29 4
4 150 4
4 109 6
4 111 2
4 98 7
4 21 5
4 94 6
4 36 1
4 13 5
4 166 1
4 23 1
4 48 7
4 108 4
4 93 5
4 64 4
4 134 1
4 95 9
4 107 10
4 132 6
4 71 10
4 54 6
4 19 1
4 47 5
4 170 2
4 175 6
4 144 2
4 38 1
4 103 10
4 117 3
4 96 7
4 154 8
4 131 4
4 143 3
4 55 3
4 5 6
4 180 5
4 9 8
4 66 9
4 92 4
4 35 8
4 20 3
4 97 7
4 174 6
4 115 2
4 113 9
4 155 3
4 22 3
4 177 8
4 102 8
4 73 2
4 11 7
4 121 3
4 33 1
4 39 5
4 6 5
4 148 9
4 158 2
4 157 2
4 101 9
4 25 1
4 123 8
4 138 1
4 15 9
4 159 6
