180 1611 
1 55 -1
1 110 1
1 113 1
1 77 1
1 9 1
1 70 -1
1 93 1
1 94 1
1 82 1
1 105 1
1 97 -1
1 128 1
1 123 1
1 136 1
1 117 -1
1 63 -1
1 179 -1
1 65 1
1 171 -1
1 96 -1
1 158 1
2 111 -1
2 153 1
2 110 1
2 139 -1
2 112 1
2 89 -1
2 18 -1
2 141 -1
2 121 1
2 64 -1
2 76 -1
3 6 -1
3 169 1
3 150 1
3 164 1
3 68 1
3 144 -1
3 129 1
3 96 -1
3 160 1
3 34 -1
3 127 1
3 175 1
3 107 1
3 72 -1
3 106 -1
3 142 -1
4 101 -1
4 13 1
4 112 -1
4 121 1
4 42 -1
4 102 -1
4 174 -1
4 45 1
4 173 1
4 35 1
4 120 1
4 67 1
4 130 -1
5 63 -1
5 85 1
5 82 -1
5 158 1
5 48 -1
5 155 1
5 159 -1
5 161 -1
5 37 -1
5 46 1
5 72 -1
5 124 1
5 24 -1
5 118 -1
5 105 1
5 20 -1
6 168 1
6 179 1
6 156 1
6 31 -1
6 116 -1
6 173 -1
6 122 -1
6 65 -1
6 98 1
6 20 -1
6 153 1
6 126 -1
6 132 -1
6 88 -1
6 68 1
6 49 1
6 82 -1
6 56 1
6 61 -1
6 155 -1
6 76 -1
6 158 -1
7 27 -1
7 79 -1
7 119 -1
7 170 -1
7 143 1
7 179 1
7 124 -1
7 133 -1
7 57 -1
7 84 1
7 123 1
7 47 -1
7 83 -1
7 163 1
7 49 -1
8 52 1
8 91 -1
8 139 1
8 40 -1
8 68 -1
8 12 -1
8 72 1
8 126 -1
8 102 1
8 10 1
8 180 1
8 107 -1
8 61 1
8 77 1
8 152 1
8 151 -1
8 53 1
9 120 -1
9 131 -1
9 135 1
9 41 1
9 148 1
9 144 -1
9 137 1
9 165 -1
9 55 -1
9 51 1
9 134 1
9 73 -1
9 62 1
10 132 1
10 81 1
10 62 1
10 156 1
10 73 1
10 114 1
10 159 1
10 86 -1
10 127 1
10 176 -1
10 179 -1
10 52 -1
10 20 1
10 157 -1
10 85 -1
10 92 1
10 61 -1
10 100 1
10 31 -1
10 129 -1
11 132 1
11 23 -1
11 44 1
11 167 1
11 71 1
11 170 1
11 15 -1
11 30 1
11 111 1
11 145 -1
11 85 -1
11 118 -1
11 68 -1
11 89 -1
11 24 1
11 40 -1
11 178 1
12 128 -1
12 114 -1
12 125 -1
12 129 1
12 155 -1
12 99 1
12 150 1
13 176 -1
13 154 -1
13 144 1
13 64 -1
13 42 1
13 159 -1
13 71 -1
13 46 -1
13 32 1
13 47 -1
13 113 -1
13 132 1
13 50 -1
13 123 1
13 70 -1
13 52 1
13 112 1
14 31 1
14 120 1
14 20 1
14 137 1
14 121 1
14 22 1
14 176 1
14 26 1
14 25 1
14 58 -1
14 160 -1
14 60 -1
14 111 -1
14 37 -1
14 119 -1
14 156 1
15 161 -1
15 124 -1
15 91 -1
15 135 -1
15 113 1
15 80 -1
15 130 -1
15 128 1
15 58 1
15 104 -1
15 75 1
15 84 1
15 145 -1
15 106 -1
16 130 -1
16 147 1
16 59 1
16 173 1
16 18 -1
16 110 -1
16 148 -1
16 57 1
16 80 1
16 170 1
16 121 1
16 160 1
16 180 1
16 176 1
16 158 1
16 81 1
17 125 1
17 95 1
17 87 1
17 114 -1
17 29 1
17 146 1
17 74 1
17 160 -1
17 148 1
17 76 1
17 18 1
17 162 1
17 37 1
17 68 -1
17 56 1
17 33 -1
17 25 1
17 70 1
17 169 -1
17 121 1
18 79 -1
18 117 1
18 137 1
18 129 1
18 73 -1
18 111 -1
18 48 -1
18 64 1
18 165 -1
18 45 -1
18 32 1
18 178 -1
19 174 -1
19 73 -1
19 85 -1
19 154 -1
19 146 1
19 35 1
19 111 -1
19 31 -1
19 102 1
19 124 -1
19 78 1
19 134 -1
19 147 -1
19 83 1
19 149 1
19 39 1
20 83 1
20 168 -1
20 146 -1
20 136 1
20 67 -1
20 157 1
20 173 1
20 166 -1
20 134 1
20 153 1
20 104 -1
20 71 1
20 119 -1
20 179 1
20 51 -1
20 180 -1
20 54 -1
20 165 1
20 130 -1
21 78 -1
21 57 -1
21 103 1
21 49 -1
21 129 -1
21 137 -1
21 179 1
21 75 1
21 106 -1
21 125 1
21 93 -1
21 43 1
21 123 1
21 77 -1
22 125 1
22 56 -1
22 45 -1
22 62 -1
22 23 1
22 50 -1
22 122 1
22 152 1
22 52 1
22 141 1
22 103 1
22 175 1
22 100 -1
22 82 -1
22 32 1
22 101 1
22 160 1
22 137 1
23 66 1
23 138 -1
23 115 1
23 78 -1
23 109 1
23 165 -1
23 150 1
23 89 1
23 34 -1
23 90 -1
23 171 -1
23 80 -1
23 137 1
23 162 1
23 92 1
23 142 1
