180 14499 
1 138 2
1 177 -10
1 76 -4
1 71 -7
1 62 9
1 146 9
1 41 2
1 59 -7
1 75 -5
1 92 -6
1 147 -8
1 47 9
1 8 6
1 101 -3
1 27 -6
1 25 -5
1 5 1
1 119 -9
1 106 1
1 46 1
1 178 4
1 140 3
1 17 9
1 144 9
1 50 1
1 114 6
1 156 -10
1 155 -9
1 116 -9
1 166 -1
1 52 3
1 34 1
1 40 7
1 167 4
1 49 -2
1 134 1
1 180 2
1 120 -9
1 33 8
1 74 1
1 129 5
1 100 2
1 2 1
1 164 -5
1 130 -1
1 170 2
1 12 -2
1 26 -7
1 118 0
1 30 6
1 161 5
1 61 7
1 54 -6
1 64 0
1 21 -6
1 57 2
1 99 0
1 103 2
1 73 -3
1 39 1
1 81 -9
1 42 -3
1 165 -8
1 37 -1
1 135 7
1 154 8
1 31 -4
1 89 -8
1 45 8
1 79 -2
1 23 -9
1 24 9
1 85 2
1 72 9
1 43 -9
1 35 2
1 90 -5
1 11 8
1 102 -4
1 148 -8
1 149 1
1 175 7
1 168 7
1 7 0
1 104 10
1 160 -5
1 60 -9
1 152 7
1 111 -2
1 159 -5
1 66 3
1 78 6
1 176 2
1 98 7
1 91 -4
1 18 3
1 32 0
1 28 3
1 172 0
1 141 -6
1 139 0
1 48 -7
1 16 5
1 112 1
1 132 -5
1 56 -6
1 173 -5
1 67 4
1 58 2
1 142 5
1 51 -1
1 174 -2
1 69 9
1 68 -4
1 151 0
1 10 9
1 131 -6
1 162 3
1 83 -8
1 29 9
1 84 10
1 108 -6
1 15 -2
1 38 3
1 13 4
1 53 -6
1 95 -8
1 115 -9
1 86 2
1 153 4
1 127 -7
1 6 -7
1 109 6
1 169 0
1 80 -7
1 125 -6
1 55 4
1 110 -7
1 113 -9
1 77 -5
1 9 -7
1 70 0
1 93 -1
1 94 9
1 82 -10
1 105 -6
1 97 5
1 128 -5
1 123 5
1 136 8
1 117 9
1 63 3
1 179 -3
1 65 0
1 171 -1
1 96 -8
1 158 -6
2 93 7
