180 1611 
1 81 1
1 162 -1
1 59 1
1 161 1
1 175 1
1 31 1
1 65 1
1 46 -1
1 179 1
1 22 -1
1 39 1
1 137 1
1 128 1
1 121 1
1 145 1
1 116 -1
1 136 1
2 87 1
2 167 1
2 98 1
2 82 1
2 15 -1
2 69 1
2 90 1
2 134 1
2 146 1
2 120 -1
2 169 1
2 152 1
2 156 -1
2 86 -1
2 161 -1
3 50 -1
3 37 1
3 69 -1
3 60 -1
3 54 -1
3 107 1
3 111 1
3 40 1
3 128 1
3 85 1
3 110 1
3 124 -1
3 70 1
3 51 -1
3 10 -1
3 106 -1
3 7 1
3 46 1
4 147 -1
4 145 -1
4 49 -1
4 47 -1
4 75 -1
4 98 -1
4 80 1
4 43 -1
4 90 1
4 169 -1
4 173 -1
4 164 1
4 175 1
4 131 1
4 162 -1
4 92 -1
4 180 -1
4 179 -1
4 52 1
4 44 -1
4 160 -1
4 97 -1
4 161 1
4 76 1
5 102 -1
5 59 1
5 97 1
5 88 1
5 78 -1
5 77 1
5 177 1
5 57 1
5 98 -1
5 53 1
5 36 1
6 132 -1
6 178 1
6 123 -1
6 28 -1
6 34 1
6 177 1
6 151 1
6 128 -1
6 86 1
6 104 -1
6 73 1
7 131 -1
7 75 -1
7 105 1
7 164 -1
7 129 1
7 20 -1
7 124 1
7 111 -1
7 87 -1
7 86 1
7 55 1
7 97 -1
7 141 1
7 159 1
7 37 -1
7 32 1
7 19 -1
7 161 1
7 27 -1
8 130 1
8 101 1
8 177 -1
8 54 -1
8 26 -1
8 52 -1
8 25 1
8 134 1
8 93 -1
8 96 -1
8 32 1
8 46 1
8 9 1
8 64 1
8 29 1
9 35 -1
9 101 -1
9 32 1
9 87 1
9 85 -1
9 138 -1
9 82 -1
9 120 -1
9 45 -1
9 127 1
9 160 -1
9 175 1
9 143 1
9 12 -1
9 113 -1
10 121 1
10 81 1
10 12 1
10 128 -1
10 49 1
10 100 1
10 108 -1
10 143 -1
10 162 1
10 95 1
10 64 1
10 88 -1
10 146 1
10 73 1
10 55 1
10 63 1
10 69 -1
10 50 1
10 92 -1
10 149 -1
10 112 -1
10 178 1
10 60 -1
10 161 1
10 40 1
11 153 1
11 40 -1
11 138 1
11 99 -1
11 63 -1
11 20 1
11 123 -1
11 80 1
11 47 -1
11 110 -1
11 180 -1
11 75 -1
11 137 1
11 84 -1
11 33 1
11 170 1
12 13 1
12 56 -1
12 134 1
12 80 -1
12 38 -1
12 36 -1
12 178 -1
12 29 1
12 71 -1
12 57 1
12 131 1
12 54 -1
12 166 -1
12 39 1
12 173 1
12 81 -1
13 95 -1
13 118 -1
13 136 1
13 171 1
13 102 -1
13 68 1
13 21 -1
13 69 1
13 169 1
13 174 1
13 73 -1
13 98 -1
13 146 -1
14 121 -1
14 38 -1
14 91 1
14 57 1
14 43 1
14 56 1
14 140 1
14 29 1
14 39 -1
15 129 -1
15 128 -1
15 180 1
15 80 -1
15 86 1
15 170 -1
15 120 1
15 65 -1
15 155 -1
15 140 -1
15 53 1
15 55 1
15 76 1
16 128 -1
16 70 1
16 22 -1
16 74 -1
16 166 -1
16 38 1
16 165 1
16 148 1
16 130 -1
16 154 1
16 100 1
16 162 1
16 63 1
16 71 1
16 26 1
16 96 1
16 89 -1
16 136 -1
17 40 -1
17 79 1
17 106 -1
17 102 1
17 177 1
17 158 1
17 59 1
17 131 1
17 120 1
17 34 1
18 147 1
18 134 1
18 36 -1
18 35 1
18 100 -1
18 126 1
18 93 1
18 108 -1
18 94 1
18 107 1
18 66 1
18 82 -1
18 138 1
18 144 -1
18 174 1
18 60 1
18 98 1
18 73 -1
18 178 1
19 46 1
19 45 1
19 172 -1
19 108 1
19 111 1
19 96 -1
19 136 1
19 69 -1
19 65 -1
19 62 -1
19 150 1
19 61 1
19 148 -1
19 66 1
19 83 -1
19 38 -1
19 50 1
20 34 -1
20 141 -1
20 112 1
20 100 1
20 98 -1
20 92 -1
20 155 -1
20 78 1
20 103 -1
20 87 -1
20 140 1
20 131 1
20 166 1
20 60 -1
20 110 1
20 22 -1
20 133 1
20 151 1
20 38 1
20 130 -1
21 77 -1
21 148 1
21 178 1
21 95 1
21 34 1
21 93 1
21 141 -1
21 162 -1
21 69 -1
21 59 -1
21 114 -1
21 45 1
21 151 -1
21 35 -1
21 154 1
21 105 -1
21 117 1
22 177 1
22 105 1
22 109 1
22 180 1
22 27 1
22 33 1
22 55 1
22 25 -1
22 72 -1
22 39 1
22 59 1
22 87 1
22 76 1
22 129 -1
22 34 -1
22 24 1
22 97 1
23 47 -1
23 125 -1
23 43 -1
23 66 1
23 126 -1
23 78 1
23 44 1
23 166 -1
23 164 -1
23 69 -1
23 177 1
23 30 -1
23 98 -1
23 37 1
23 70 1
23 56 -1
23 59 1
23 119 1
24 151 -1
24 178 -1
24 32 -1
24 154 1
24 99 1
24 157 1
24 153 1
24 55 -1
24 25 -1
24 95 -1
24 86 1
24 139 -1
24 38 1
24 116 -1
24 81 -1
24 141 1
24 144 1
24 97 -1
24 156 1
24 71 -1
24 170 1
24 29 -1
24 40 1
25 81 -1
25 27 -1
25 152 1
25 176 1
25 31 -1
25 110 1
25 162 1
25 113 1
25 118 -1
25 146 -1
25 120 1
25 102 1
26 170 -1
26 74 1
26 153 -1
26 102 1
26 171 1
26 162 1
26 41 1
26 105 1
26 62 1
26 164 -1
26 130 1
26 95 -1
26 106 1
26 65 1
26 149 -1
26 116 -1
26 168 -1
27 144 1
27 106 -1
27 147 -1
27 90 1
27 100 1
27 41 1
27 98 1
27 170 1
27 69 -1
27 171 -1
27 161 1
27 83 1
27 116 -1
27 108 1
27 131 -1
27 149 1
27 122 1
27 160 -1
27 142 1
27 50 1
28 67 1
28 100 -1
28 74 -1
28 61 1
28 134 1
28 177 -1
28 89 -1
28 115 1
28 123 -1
28 59 1
28 78 1
28 161 -1
29 100 -1
29 161 1
29 88 1
29 75 -1
29 145 1
29 55 -1
29 124 -1
29 89 -1
29 168 1
29 49 -1
29 36 -1
29 59 -1
29 157 1
29 111 1
29 170 -1
29 106 -1
29 130 1
29 66 1
30 32 -1
30 53 1
30 115 1
30 39 -1
30 31 1
30 33 1
30 122 1
30 94 -1
30 116 1
30 109 -1
30 96 -1
30 133 1
30 118 -1
30 36 1
31 145 1
31 106 1
31 44 1
31 62 1
31 151 -1
31 32 -1
31 111 -1
31 121 -1
31 164 -1
31 129 -1
31 126 1
31 123 -1
32 33 1
32 69 1
32 73 -1
32 122 -1
32 148 -1
32 151 1
32 166 1
32 55 1
32 133 1
32 102 1
32 149 -1
32 110 1
32 119 1
32 42 1
32 64 -1
33 160 -1
33 172 -1
33 173 -1
33 65 1
33 151 1
33 83 -1
33 89 1
33 128 -1
33 135 1
33 171 1
33 113 1
33 136 1
33 77 1
33 167 -1
34 105 1
34 56 -1
34 97 1
34 117 -1
34 119 -1
34 136 -1
34 143 1
34 58 -1
34 36 -1
34 152 -1
34 174 1
34 112 -1
34 48 -1
34 172 1
34 118 -1
34 81 -1
34 161 1
34 57 -1
34 43 -1
34 61 -1
