180 14499 
1 37 10
1 96 2
1 70 4
1 48 -4
1 64 -9
1 111 7
1 79 8
1 22 -5
1 135 8
1 31 1
1 106 -9
1 103 8
1 170 -3
1 77 9
1 85 9
1 18 9
1 167 0
1 143 2
1 62 9
1 95 8
1 101 -1
1 157 -5
1 93 9
1 25 5
1 28 -8
1 141 -3
1 87 8
1 168 -4
1 113 3
1 67 0
1 2 -5
1 50 -3
1 178 -5
1 175 7
1 112 7
1 47 5
1 65 -3
1 9 -8
1 15 3
1 140 -7
1 5 6
1 86 5
1 149 -1
1 29 -8
1 52 -6
1 102 1
1 129 -7
1 55 -8
1 159 2
1 84 -3
1 128 2
1 39 3
1 36 -10
1 72 -4
1 80 9
1 81 10
1 4 4
1 150 1
1 109 -4
1 154 -8
1 89 5
1 49 1
1 60 8
1 13 -8
1 32 -4
1 74 -1
1 139 -6
1 24 5
1 44 2
1 153 1
1 138 3
1 147 -3
1 66 9
1 57 -3
1 166 -8
1 152 -9
1 45 5
1 30 4
1 105 -10
1 134 -8
1 27 9
1 174 -7
1 53 -8
1 21 10
1 8 -8
1 58 -1
1 133 -2
1 3 6
1 165 -5
1 171 3
1 76 6
1 69 3
1 68 -3
1 158 0
1 90 -2
1 108 -5
1 97 6
1 7 2
1 6 6
1 42 -2
1 125 3
1 146 -3
1 164 5
1 176 -10
1 122 -1
1 136 7
1 162 -4
1 78 6
1 61 -2
1 120 -2
1 19 -9
1 41 10
1 99 -6
1 10 -1
1 132 -6
1 115 -1
1 73 -10
1 127 -1
1 59 -10
1 38 2
1 16 -8
1 33 1
1 23 7
1 172 6
1 110 -10
1 142 -1
1 177 -2
1 121 2
1 54 10
1 151 10
1 94 -5
1 17 5
1 145 10
1 43 3
1 40 9
1 34 7
1 98 -1
1 116 8
1 155 -10
1 104 -2
1 88 1
1 148 1
1 160 -8
1 144 5
1 14 -1
1 130 4
1 117 -10
1 56 9
1 137 3
1 12 -4
1 107 10
1 20 -3
1 100 0
1 114 -7
1 11 7
1 124 -8
1 173 5
1 179 0
1 75 -6
1 180 -6
2 136 7
2 24 -5
2 12 -9
2 105 7
2 135 8
2 156 6
2 127 -2
2 123 3
2 40 6
2 126 3
2 178 9
2 30 6
2 57 10
2 78 8
2 79 -9
2 50 -8
2 17 10
2 165 -5
2 84 10
2 54 7
2 55 -7
2 111 -8
2 143 -3
2 173 -10
2 80 3
2 72 -6
2 66 3
2 160 4
2 133 1
2 48 -4
2 51 2
2 98 2
2 31 6
2 27 2
2 107 1
2 147 -5
2 95 0
2 109 -5
2 139 3
2 59 -10
2 75 2
2 124 2
2 180 9
2 85 -6
2 74 -4
2 158 -2
2 15 -5
2 22 10
2 58 -1
2 104 -9
2 9 -8
2 65 -2
2 71 -8
2 176 3
2 32 -5
2 129 8
2 168 -8
2 121 -1
2 122 8
2 45 -1
2 162 6
2 33 -9
2 67 -4
2 21 9
2 53 10
2 60 2
2 179 0
2 62 -5
2 73 -10
2 23 -7
2 76 8
2 110 -10
2 7 2
2 116 7
2 148 2
2 5 5
2 70 6
2 157 -6
2 77 -10
2 25 1
2 97 -10
2 130 -3
2 43 -1
2 154 -1
2 141 -8
2 177 -1
2 170 -1
2 151 8
2 117 6
2 26 -3
2 8 -2
2 131 7
2 52 8
2 175 -10
2 172 -3
2 144 10
2 152 6
2 138 -7
2 14 -3
2 29 1
2 163 -3
2 36 -7
2 69 -8
2 81 -6
2 63 -6
2 113 -4
2 150 -3
2 102 -8
2 128 -4
2 64 -5
2 44 -5
2 153 -10
2 167 9
2 171 -6
2 90 -3
2 125 8
2 101 8
2 149 6
2 42 -9
2 16 6
2 68 -8
2 166 -1
2 61 -6
2 3 -6
2 134 1
2 164 -1
2 20 -10
2 142 -2
2 119 -9
2 87 0
2 28 -6
2 115 2
2 10 9
2 38 -10
2 118 7
2 46 3
2 83 3
2 92 7
2 94 -8
2 114 -10
2 99 -6
2 169 3
2 137 10
2 35 -6
2 6 2
2 82 -9
2 103 -9
2 174 9
2 145 5
2 88 -1
2 39 -8
2 11 -6
2 100 6
2 34 -8
2 140 1
2 91 -4
3 146 -2
3 156 -8
3 128 5
3 10 0
3 159 7
3 67 3
3 54 -1
3 121 -8
3 141 -5
3 74 7
3 13 -10
3 123 2
3 96 8
3 171 -6
3 15 -7
3 35 -10
3 138 -5
3 115 0
3 31 3
3 75 2
3 117 7
3 103 -10
3 149 -7
3 102 2
3 176 -9
3 22 6
3 27 -4
3 120 5
3 90 2
3 42 8
3 41 7
3 86 10
3 14 9
3 145 2
3 11 -6
3 47 -4
3 30 -2
3 127 -5
3 169 5
