180 1611 
1 84 -1
1 120 1
1 111 -1
1 103 1
1 70 -1
1 97 1
1 131 1
1 98 -1
1 34 1
1 74 1
1 62 1
1 20 1
1 51 -1
1 135 1
1 78 -1
1 113 1
1 94 -1
1 121 1
1 83 -1
1 54 1
2 102 -1
2 178 -1
2 146 1
2 103 -1
2 29 -1
2 96 1
2 127 1
2 62 -1
2 172 -1
2 40 1
2 80 1
2 53 -1
2 15 1
2 51 1
2 54 -1
2 27 -1
2 143 -1
2 160 -1
2 148 -1
2 98 -1
2 77 -1
2 12 1
2 7 -1
2 110 -1
2 45 1
2 11 -1
2 165 1
2 33 -1
3 131 -1
3 32 1
3 136 -1
3 119 -1
3 38 1
3 162 1
3 31 -1
3 126 1
3 169 1
3 141 -1
3 29 1
4 97 1
4 91 -1
4 34 -1
4 105 -1
4 80 1
4 88 -1
4 162 -1
4 41 1
4 155 1
4 65 -1
5 175 -1
5 94 -1
5 122 1
5 147 1
5 110 1
5 163 1
5 74 -1
5 38 -1
5 81 1
5 102 -1
5 123 1
5 42 -1
5 133 -1
5 101 -1
5 116 1
5 23 1
5 41 1
5 16 -1
5 32 -1
5 52 1
5 179 1
5 140 -1
5 121 1
5 97 1
5 174 -1
6 14 1
6 69 1
6 87 -1
6 57 1
6 168 -1
6 158 -1
6 111 -1
6 53 -1
6 174 -1
6 128 1
6 64 1
6 50 1
6 61 -1
6 51 1
6 141 -1
6 49 1
6 115 -1
6 41 1
6 155 -1
6 114 1
6 157 1
6 133 -1
6 98 1
6 154 1
6 74 -1
7 51 1
7 87 -1
7 65 -1
7 57 -1
7 69 1
7 47 -1
7 155 -1
7 49 -1
7 108 1
7 119 1
7 78 -1
7 104 -1
7 99 -1
7 146 1
8 75 1
8 79 1
8 104 -1
8 70 -1
8 85 -1
8 162 -1
8 41 -1
8 95 1
8 37 1
8 167 1
8 147 1
8 137 -1
8 158 1
8 175 1
8 149 1
8 36 -1
8 160 -1
8 135 1
8 105 -1
8 113 -1
9 68 1
9 46 -1
9 101 -1
9 106 -1
9 18 1
9 171 -1
9 63 -1
9 122 -1
9 140 -1
9 153 1
