180 8055 
1 92 9
1 16 4
1 6 1
1 158 8
1 164 3
1 37 2
1 123 4
1 93 7
1 79 2
1 171 2
1 138 6
1 178 2
1 39 5
1 102 4
1 122 5
1 159 8
1 140 3
1 89 10
1 104 7
1 87 10
1 106 1
1 77 9
1 133 4
1 156 1
1 168 3
1 165 2
1 166 6
1 18 1
1 2 5
1 36 4
1 88 6
1 105 7
1 27 10
1 52 2
1 132 5
1 119 5
1 148 3
1 81 1
1 152 9
1 108 7
1 139 3
1 114 4
1 13 1
1 63 1
1 134 4
1 157 9
1 30 8
1 75 5
1 61 3
1 160 6
1 32 7
1 41 5
1 96 10
1 58 2
1 56 3
1 38 8
1 109 2
1 150 1
1 57 2
1 44 10
1 107 5
1 72 9
1 80 9
1 53 8
1 46 3
1 21 9
1 23 8
1 29 4
1 85 5
1 144 3
1 91 3
1 19 2
1 177 4
1 68 6
1 71 6
1 155 1
1 60 5
1 5 4
1 84 7
1 120 2
1 111 1
1 103 1
1 70 7
1 97 4
1 131 6
1 98 4
1 34 9
1 74 5
1 62 10
1 20 8
1 51 3
1 135 10
1 78 8
1 113 1
1 94 4
1 121 2
1 83 7
1 54 10
2 121 5
2 174 1
2 115 3
2 152 1
2 107 3
2 101 2
2 3 10
2 66 6
2 155 5
2 84 2
2 128 9
2 59 6
2 56 5
2 42 4
2 105 3
2 149 8
2 135 2
2 177 3
2 6 10
2 158 8
2 81 5
2 108 4
2 75 3
2 5 7
2 161 9
2 21 6
2 60 9
2 58 7
2 19 3
2 41 4
2 18 4
2 151 5
2 26 5
2 144 3
2 30 6
2 38 8
2 34 4
2 116 9
2 14 9
2 166 3
2 122 7
2 156 3
2 97 10
2 73 10
2 64 2
2 68 8
2 89 5
2 94 2
2 85 6
2 130 8
2 168 3
2 114 7
2 61 10
2 137 9
2 65 1
2 22 10
2 129 5
2 87 1
2 25 7
2 79 10
2 140 7
2 28 3
2 157 1
2 123 3
2 167 6
2 179 4
2 24 8
2 102 5
2 178 3
2 146 9
2 103 6
2 29 7
2 96 7
2 127 6
2 62 3
2 172 7
2 40 9
2 80 6
2 53 5
2 15 8
2 51 8
2 54 6
2 27 5
2 143 7
2 160 8
2 148 10
2 98 4
2 77 6
2 12 3
2 7 6
2 110 9
2 45 9
2 11 10
2 165 3
2 33 3
3 130 4
3 75 5
3 135 3
3 95 4
3 10 9
3 44 6
3 166 8
3 76 1
3 13 2
3 158 9
3 64 4
3 92 1
3 178 5
3 163 7
3 176 5
3 42 10
3 41 8
3 111 1
3 74 1
3 46 8
3 100 4
3 21 8
3 83 5
3 115 9
3 129 2
3 56 7
3 89 9
3 145 1
3 48 2
3 102 6
3 146 3
3 124 3
3 57 2
3 156 1
3 168 4
3 45 1
3 143 2
3 93 4
3 68 1
3 50 3
3 20 5
3 139 5
3 58 9
3 116 1
3 114 7
3 81 8
3 109 2
3 144 6
3 99 6
3 63 2
3 174 8
3 142 3
3 133 2
3 128 2
3 61 2
3 27 5
3 147 6
3 103 6
3 85 10
3 108 5
3 137 6
3 173 1
3 36 3
3 25 4
3 49 2
3 40 2
3 14 5
3 120 7
3 84 2
3 180 1
3 8 3
3 161 1
3 138 6
3 112 5
3 94 10
3 106 7
3 175 9
3 131 2
3 32 2
3 136 10
3 119 10
3 38 9
3 162 9
3 31 10
3 126 5
3 169 8
3 141 1
3 29 5
4 67 2
4 15 7
4 19 6
4 145 2
4 83 6
4 177 1
4 56 1
4 53 2
4 141 7
4 169 5
4 51 6
4 61 9
4 37 10
4 60 10
4 89 2
4 112 5
4 151 6
4 174 9
4 114 3
4 84 1
4 21 2
4 75 6
4 98 1
4 47 6
4 82 8
4 179 8
4 132 4
4 20 9
4 95 9
4 64 1
4 115 3
4 24 2
4 44 7
4 62 5
4 176 4
4 116 7
4 109 9
4 118 1
4 102 5
4 172 2
4 147 5
4 121 10
4 29 9
4 152 10
4 158 1
4 96 5
4 106 3
4 36 9
4 93 3
4 63 7
4 55 8
4 171 3
4 122 6
4 120 1
4 124 1
4 31 5
4 157 8
4 160 2
4 140 6
4 6 5
4 38 3
4 23 3
4 136 2
4 42 7
4 131 6
4 72 4
4 167 6
4 111 4
4 22 10
4 50 9
4 165 8
4 161 6
4 178 7
4 150 3
4 173 1
4 79 3
4 33 1
4 108 1
4 90 5
4 119 8
4 180 10
4 18 5
4 149 5
4 14 10
4 139 9
4 143 7
4 43 9
4 94 1
4 32 8
4 97 3
4 91 2
4 34 7
4 105 1
4 80 2
4 88 6
4 162 1
4 41 3
4 155 1
4 65 9
5 109 10
5 61 4
5 48 9
5 14 2
5 22 4
5 106 10
5 65 3
5 57 9
5 35 1
5 107 10
5 103 1
5 26 8
5 117 5
5 43 5
5 125 4
5 119 1
5 166 5
5 69 7
5 80 8
5 83 2
5 25 8
5 24 9
5 44 7
5 124 8
5 154 2
5 12 9
5 176 9
5 78 1
5 27 8
5 20 6
5 51 6
5 113 3
5 139 6
5 173 10
5 54 9
5 59 6
5 34 4
5 153 6
5 11 3
5 152 3
5 37 9
5 66 7
5 120 5
5 56 4
5 7 7
5 143 6
5 63 8
5 50 5
5 99 7
5 111 9
5 67 10
5 33 4
5 155 8
5 71 6
5 91 6
5 45 1
5 134 6
5 159 10
5 93 5
5 85 4
5 128 4
5 127 4
5 112 6
5 114 1
5 105 10
5 79 7
5 77 6
5 175 1
5 94 2
5 122 10
5 147 9
5 110 6
5 163 3
5 74 9
5 38 3
5 81 6
5 102 7
5 123 10
5 42 8
5 133 2
5 101 8
5 116 3
5 23 5
5 41 1
5 16 7
5 32 8
5 52 4
5 179 9
5 140 9
5 121 5
5 97 3
5 174 3
6 104 4
6 129 3
6 152 3
6 76 8
6 83 5
6 30 8
6 103 10
6 40 3
6 134 1
6 48 8
6 138 1
6 101 1
6 77 2
6 147 7
6 176 7
6 110 8
6 91 10
6 73 7
6 34 8
6 72 6
6 161 2
6 68 5
6 39 5
6 170 6
6 148 4
6 117 7
6 21 1
6 142 9
6 80 3
6 33 5
6 47 2
6 139 2
6 45 3
6 85 7
6 12 8
6 59 5
6 107 7
6 151 4
6 125 5
6 143 6
6 97 1
6 173 3
6 144 4
6 9 5
6 52 9
6 118 4
6 178 8
6 26 7
6 18 9
6 109 8
6 156 1
6 24 2
6 65 5
6 86 10
6 160 8
6 167 9
6 124 8
6 159 1
6 62 7
6 14 9
6 69 3
6 87 8
6 57 2
6 168 2
6 158 10
6 111 4
6 53 7
6 174 4
6 128 3
6 64 10
6 50 2
6 61 9
6 51 8
6 141 7
6 49 9
6 115 8
6 41 1
6 155 4
6 114 8
6 157 1
6 133 1
6 98 3
6 154 7
6 74 4
7 48 10
7 93 10
7 33 7
7 129 2
7 130 5
7 125 8
7 175 9
7 169 9
7 91 10
7 45 5
7 163 5
7 120 8
7 123 7
7 133 10
7 111 8
7 59 10
7 171 7
7 53 2
7 176 9
7 135 4
7 37 7
7 74 7
7 126 3
7 131 8
7 138 4
7 136 3
7 72 4
7 26 10
7 42 1
7 58 9
7 60 7
7 94 7
7 116 5
7 153 9
7 86 10
7 30 2
7 67 7
7 39 3
7 85 6
7 150 10
7 154 6
7 11 7
7 92 9
7 160 4
7 70 2
7 89 5
7 121 10
7 158 6
7 76 3
7 46 9
7 114 3
7 43 7
7 82 4
7 124 5
7 27 6
7 22 10
7 156 5
7 71 4
7 179 3
7 98 9
7 149 6
7 96 6
7 128 2
7 9 3
7 145 3
7 41 7
7 90 1
7 61 10
7 134 6
7 110 1
7 95 10
7 105 8
7 139 10
7 177 8
7 32 7
7 15 5
7 101 10
7 8 3
7 51 9
7 87 1
7 65 6
7 57 4
7 69 8
7 47 7
7 155 3
7 49 2
7 108 8
7 119 6
7 78 3
7 104 7
7 99 6
7 146 8
8 91 5
8 108 8
8 57 9
8 177 10
8 128 1
8 123 10
8 136 8
8 49 1
8 157 8
8 164 9
8 26 8
8 93 8
8 62 7
8 74 5
8 115 6
8 131 4
8 20 2
8 73 8
8 144 2
8 173 6
8 17 3
8 109 10
8 10 6
8 67 8
8 82 10
8 48 4
8 171 2
8 59 4
8 40 3
8 140 4
8 15 8
8 51 7
8 50 5
8 28 4
8 116 1
8 100 6
8 23 1
8 122 9
8 46 10
8 56 1
8 165 2
8 127 7
8 125 7
8 24 8
8 172 2
8 39 2
8 33 2
8 13 7
8 97 7
8 114 9
8 34 2
8 102 8
8 35 5
8 170 8
8 180 1
8 126 8
8 86 5
8 60 7
8 155 8
8 80 3
8 152 8
8 55 9
8 94 6
8 154 8
8 124 10
8 84 1
8 75 3
8 79 3
8 104 6
8 70 6
8 85 3
8 162 5
8 41 2
8 95 1
8 37 7
8 167 6
8 147 4
8 137 6
8 158 3
8 175 3
8 149 7
8 36 6
8 160 7
8 135 8
8 105 2
8 113 5
9 173 9
9 31 2
9 74 9
9 52 7
9 92 4
9 161 5
9 88 8
9 65 1
9 179 10
9 115 6
9 109 7
9 96 10
9 28 10
9 29 6
9 45 5
9 22 9
9 30 6
9 133 8
